gap_uid,card,process_ref,process_name,L1_대분류,종류,종류설명,내용,제안담당,담당_근거,선행,관련_row_id,root_cause_id,root_cause,걸린낱말
GX-t64-043,t64,P06,,원고·파일,나,나 — 행은 있는데 코드 0,`STD-MFG-013`·`014`·`018`·`019`·`020`·`021`·`012`·`131` · `STD-ADO-015` — 9행. 그중 `STD-MFG-020`(SQS)은 환경변수까지만 준비돼 있다.,서희항,① 원장 owner_proposed(STD-MFG-013·STD-ADO-015·STD-MFG-020),,STD-MFG-013;STD-ADO-015;STD-MFG-020,RC-06,웹훅 수신·재전송 설계 부재(유실분이 영영 안 온다),SQS
GX-t64-044,t64,P06,,원고·파일,다,다 — 코드는 있는데 연결 안 됨,"`MES_ITEM_CD` 컬럼 + 중복검증 폼 — 입력 UI 는 상품 편집 화면에 실재한다(`admin.py:2710`). 값이 289 중 15 뿐이고, 목록 화면이 없어 현황이 안 보인다",서희항,②단계표 §4 최근접 단계의 담당자,없음,—,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-045,t64,P06,,원고·파일,다,다 — 코드는 있는데 연결 안 됨,`handoff_id` — 발급·로그·정리까지 살아 있다(`widget_api.py:3932`·`3959`·`3996`·`4726`·`5268`). MES 로 나가는 자리가 없다,서희항,②단계표 §4 최근접 단계의 담당자,,—,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-046,t64,P06,,원고·파일,다,다 — 코드는 있는데 연결 안 됨,MES 쪽 주문 수신부 — `BackOffice.Server/CRT.EasyMES.V2.IF/IOrderService.cs:58` `COrderByExcel` 등 기존 채널(Cafe24·엑셀) 주문 수신은 있다. 후니 전용 입구만 없다,최숙진,②교차 P16 의 동일 항목(② 판정)에서 승계,,—,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-047,t64,P06,,원고·파일,다,다 — 코드는 있는데 연결 안 됨,MES 쪽 SQS — `Framework/CRT.Framework.AWS/SqsClient.cs` 가 실제로 구현돼 있다(로그·ECount 연동용). 후니 큐와 연결돼 있지 않을 뿐,미정,③ 근거 없음 — 원장 행이 없고 §4 단계표·§6 채우는 방법·다른 프로세스의 동일 항목·옛 65행 어디에도 이 항목의 담당 표기가 없다,,—,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-048,t64,P06,,원고·파일,라,라 — 결정 미정,MES WCF 스펙 — 원장: `BLK-S2-3` · 왜 막혔나: 외부(MES 담당) 회신 대기. 이게 없으면 6·7·8·9 를 시작할 수 없다,외부(MES 담당),① 원장 owner_proposed(BLK-S2-3),,BLK-S2-3,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-049,t64,P06,,원고·파일,라,라 — 결정 미정,MES 실제 상태 코드·명칭 — 원장: 설계 §12-1 · 왜 막혔나: §6 매핑표의 MES 열이 추정이다,미정,③ 근거 없음 — 원장 행이 없고 §4 단계표·§6 채우는 방법·다른 프로세스의 동일 항목·옛 65행 어디에도 이 항목의 담당 표기가 없다,,—,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-050,t64,P06,,원고·파일,라,라 — 결정 미정,셋트·건수 작업 분해 규칙 — 원장: 설계 §12-11 · 왜 막혔나: MES 담당과 협의,MES 담당,②본문 §5 항목 셀의 담당 표기,,—,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-051,t64,P06,,원고·파일,라,라 — 결정 미정,접수 화면 주체 — 원장: `T4-4` owner = 미정 · 왜 막혔나: 담당자가 안 정해졌다,미정+최숙진,① 원장 owner_proposed(T4-4),,T4-4,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-052,t64,P06,,원고·파일,라,라 — 결정 미정,웹훅 인프라(API GW+SQS vs 직접 수신) — 원장: 설계 §12-12 · 왜 막혔나: 1차는 직접 수신 제안,미정,③ 근거 없음 — 원장 행이 없고 §4 단계표·§6 채우는 방법·다른 프로세스의 동일 항목·옛 65행 어디에도 이 항목의 담당 표기가 없다,,—,RC-06,웹훅 수신·재전송 설계 부재(유실분이 영영 안 온다),웹훅
GX-t64-053,t64,P07,,운영자·주문운영,가,가 — 원장에 행 없음,"우리 공정 마스터 ↔ MES 라우트 정합 — webadmin 에 `t_proc_processes`·`t_prd_product_processes` 가 살아서 돌고 있고, MES 에 라우트를 새로 만든다. 두 개의 공정 정의가 생긴다 — 어느 쪽이 정본인지, 어떻게 동기화하는지 행이 없다. 이 프로세스에서 가장 큰 공백이다",최숙진,②단계표 §4 최근접 단계의 담당자,없음,—,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-054,t64,P07,,운영자·주문운영,가,가 — 원장에 행 없음,"`mand_proc_yn` NULL 교정 — 책자 5상품의 필수공정여부가 전건 NULL 이라는 별도 카드(t3)가 있으나, 그것이 생산 라우트에 미치는 영향은 행이 없다",서희항,②옛65행 curated 담당 승계,없음,—,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-055,t64,P07,,운영자·주문운영,가,가 — 원장에 행 없음,공정 완료 신호의 우리 쪽 반영 — 팀이 MES 에 완료를 찍으면 그게 고객 화면까지 오는가? P09(FR-1)는 접수완료/생산대기/생산중/생산완료 4개만 말한다. 공정 단위 진행은 고객에게 안 간다는 결정인지 누락인지 행이 없다,미정,③ 근거 없음 — 원장 행이 없고 §4 단계표·§6 채우는 방법·다른 프로세스의 동일 항목·옛 65행 어디에도 이 항목의 담당 표기가 없다,,—,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-056,t64,P07,,운영자·주문운영,나,나 — 행은 있는데 코드 0,`STD-MFG-084`~`091`·`093` · `STD-ADO-012`·`013`·`016` — 12행. 전부 MES 쪽.,최숙진,① 원장 owner_proposed(STD-MFG-084·STD-ADO-012),,STD-MFG-084;STD-ADO-012,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-057,t64,P07,,운영자·주문운영,다,다 — 코드는 있는데 연결 안 됨,공정 마스터 2행(`082`·`083`) — 이 프로세스에서 유일하게 「작동」인 두 행이다. 계층·상세옵션·면별선택·필수여부·허용범위가 전부 webadmin 에 있고 위젯·가격엔진이 쓴다. 생산 쪽으로 나가는 통로만 없다,서희항,②단계표 §4 최근접 단계의 담당자,G-27,—,RC-17,옵션·제약·위젯 배선(가격 축),위젯
GX-t64-058,t64,P07,,운영자·주문운영,다,다 — 코드는 있는데 연결 안 됨,MES 공정 실적 등록 — 바코드 기반 공정상태 갱신 인터페이스가 MES 에 이미 있다. 후니 작업이 그 안에 안 들어갈 뿐,최숙진,②단계표 §4 최근접 단계의 담당자,,—,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-059,t64,P07,,운영자·주문운영,라,라 — 결정 미정,공정 정의의 단일 출처(webadmin vs MES 라우트) — 누가: 서희항+최숙진 — 원장에 행이 없는 결정,서희항,②본문 §5 항목 셀의 담당 표기,,—,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-060,t64,P07,,운영자·주문운영,라,라 — 결정 미정,18케이스 라우트의 실제 목록 — 누가: 최숙진 — 정의하는 일(`STD-MFG-084`),최숙진,① 원장 owner_proposed(STD-MFG-084),,STD-MFG-084,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-061,t64,P07,,운영자·주문운영,라,라 — 결정 미정,7팀 파트 구분 확정 — 누가: 최숙진,최숙진,②본문 §5 항목 셀의 담당 표기,,—,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-062,t64,P07,,운영자·주문운영,라,라 — 결정 미정,interlock 유무 — 누가: MES 담당 회신(`STD-MFG-090`),외부(상대측 회신 대기),① 원장 owner_proposed(STD-MFG-090),,STD-MFG-090,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-063,t64,P08,,운영자·주문운영,가,가 — 원장에 행 없음,"외주처 마스터 — 8행 전부 ""외주처별""이라고 하는데 외주처를 등록·관리하는 행이 없다. 거래처 마스터(`STD-MFG-069`·`070`, P16)는 고객 쪽이지 공급 쪽이 아니다",최숙진,① 원장 owner_proposed(STD-MFG-069),1차 범위 결정,STD-MFG-069,RC-20,B2B 거래처·후불 여신 범위 미확정,거래처
GX-t64-064,t64,P08,,운영자·주문운영,가,가 — 원장에 행 없음,어떤 공정이 상시 외주인가 — `STD-MFG-101` 은 책자만 말한다. 나머지 상품군의 외주 여부가 행으로 없다,최숙진,① 원장 owner_proposed(STD-MFG-101),,STD-MFG-101,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-065,t64,P08,,운영자·주문운영,가,가 — 원장에 행 없음,외주 단가·발주 금액 — 정산(`STD-ADO-019`)이 월 마감을 말하는데 단가 그릇이 행으로 없다,최숙진,① 원장 owner_proposed(STD-ADO-019),,STD-ADO-019,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-066,t64,P08,,운영자·주문운영,가,가 — 원장에 행 없음,외주 리드타임 → 출고예정일 반영 — 외주가 끼면 출고예정일(`STD-MFG-065`)이 달라진다. 그 연결이 행으로 없다,최숙진,① 원장 owner_proposed(STD-MFG-065),,STD-MFG-065,RC-16,배송·택배사 코드 매핑과 출고 처리,출고
GX-t64-067,t64,P08,,운영자·주문운영,나,나 — 행은 있는데 코드 0,8행 전부.,최숙진,①표 §4 단계표 row_id 8개의 원장 owner_proposed(항목이 「전부」),,STD-MFG-101;STD-MFG-100;STD-ADO-017;STD-MFG-102;STD-MFG-103;STD-ADO-018;STD-MFG-104;STD-ADO-019,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-068,t64,P08,,운영자·주문운영,라,라 — 결정 미정,외주 판단 기준(책자 수량·크기 임계값) — 누가: 최숙진 — 정의하는 일,최숙진,②본문 §5 항목 셀의 담당 표기,,—,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-069,t64,P08,,운영자·주문운영,라,라 — 결정 미정,외주처 목록·업체별 포맷 — 누가: 최숙진,최숙진,②본문 §5 항목 셀의 담당 표기,,—,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-070,t64,P08,,운영자·주문운영,라,라 — 결정 미정,웹하드를 계속 쓸지 — 누가: 최숙진 — 파일 전달이 수작업 구간이다,최숙진,②본문 §5 항목 셀의 담당 표기,,—,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-071,t64,P08,,운영자·주문운영,라,라 — 결정 미정,1차 런칭 범위에 넣을지 — 누가: 신우진 — 원장에 결정 행이 없다,신우진,②본문 §5 항목 셀의 담당 표기,없음,—,RC-21,1차 런칭 범위·오픈 일정 미확정(무엇을 빼는가가 먼저다),1차 런칭 범위
GX-t64-072,t64,P09,,운영자·주문운영,가,가 — 원장에 행 없음,"상태 단위 전환(주문 → 주문상품옵션) — `STD-MFG-023` 은 ""단위는 주문상품옵션""이라고 선언만 한다. 지금 `ord_sts` 가 주문 단위라는 사실과 그 마이그레이션이 행으로 없다. 한 주문에 명함+스티커가 담기면 지금 구조로는 상태가 하나다",서희항,① 원장 owner_proposed(STD-MFG-023),,STD-MFG-023,RC-15,주문상태 단위·상태머신 미정비,ord_sts
GX-t64-073,t64,P09,,운영자·주문운영,가,가 — 원장에 행 없음,보정 폴링(대사) — 설계 §9.1 3중 방어의 ③ — 30분 주기로 최근 N일 주문을 훑는 것. `STD-MFG-021`(DLQ)과 별개인데 행이 없다,서희항,① 원장 owner_proposed(STD-MFG-021),,STD-MFG-021,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-074,t64,P09,,운영자·주문운영,가,가 — 원장에 행 없음,"TO-1 주문 조회 재확인(fail-closed) — 설계 §9.2 의 핵심 원칙(""웹훅을 믿지 않고 조회로 재확인"")인데 행이 없다",서희항,②옛65행 curated 담당 승계,없음,—,RC-06,웹훅 수신·재전송 설계 부재(유실분이 영영 안 온다),웹훅
GX-t64-075,t64,P09,,운영자·주문운영,가,가 — 원장에 행 없음,TO-7 실패 웹훅 조회 — `GET /webhooks/failed`(명세 `workspace.mdx:352-384`) 정기 호출. 샵바이 웹훅은 재전송이 없으므로 이게 없으면 유실분이 영영 안 온다. 행이 없다,서희항,②단계표 §4 최근접 단계의 담당자,BLK-S2-2,—,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,샵바이
GX-t64-076,t64,P09,,운영자·주문운영,나,나 — 행은 있는데 코드 0,`STD-MFG-025`·`027`·`030`·`034`·`018`·`136` — 6행.,서희항,① 원장 owner_proposed(STD-MFG-025),,STD-MFG-025,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-077,t64,P09,,운영자·주문운영,다,다 — 코드는 있는데 연결 안 됨,상태 상수 — 넷(`REGISTERED`/`PROMOTING`/`PROMOTED`/`HOLD`)이 실제로 돌고 있다. 그 뒤 아홉 칸이 비어 있다,서희항,②단계표 §4 최근접 단계의 담당자,,—,RC-22,레거시·더미 콘텐츠 잔존·하드코딩(운영자가 못 고친다),상수
GX-t64-078,t64,P09,,운영자·주문운영,다,다 — 코드는 있는데 연결 안 됨,`ORD_OWNED` 가드 — 승격이 자기 범위 밖 상태를 덮어쓰지 않게 막는 장치가 이미 있다(`artwork_promote.py:56`). 뒤 상태가 생기면 그대로 쓰인다,서희항,②단계표 §4 최근접 단계의 담당자,,—,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-079,t64,P09,,운영자·주문운영,다,다 — 코드는 있는데 연결 안 됨,샵바이 API 클라이언트 — `catalog/shopby_client.py` 가 있고 상품 계열 호출이 돈다. 주문·배송·클레임 계열만 안 쓰인다,서희항,②단계표 §4 최근접 단계의 담당자,,—,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,샵바이
GX-t64-080,t64,P09,,운영자·주문운영,다,다 — 코드는 있는데 연결 안 됨,웹훅 수신함 — `shopby_hook.py` 가 원문 저장 후 즉시 200 을 준다(설계대로). 읽는 쪽이 없다,미정,③ 근거 없음 — 원장 행이 없고 §4 단계표·§6 채우는 방법·다른 프로세스의 동일 항목·옛 65행 어디에도 이 항목의 담당 표기가 없다,,—,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,shopby
GX-t64-081,t64,P09,,운영자·주문운영,라,라 — 결정 미정,MES 실제 상태 코드 — 원장/설계: 설계 §12-1 — 매핑표 MES 열이 추정,미정,③ 근거 없음 — 원장 행이 없고 §4 단계표·§6 채우는 방법·다른 프로세스의 동일 항목·옛 65행 어디에도 이 항목의 담당 표기가 없다,,—,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-082,t64,P09,,운영자·주문운영,라,라 — 결정 미정,고객 셀프취소가 막히는 정확한 상태 — 원장/설계: 설계 §12-8 — 상품준비중부터인지 배송준비중부터인지 실측 필요,최숙진+신우진,②옛65행 curated 담당 승계,없음,—,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-083,t64,P09,,운영자·주문운영,라,라 — 결정 미정,웹훅 호출 IP 제한 — 원장/설계: 설계 §12-5 — 샵바이가 대역을 주는지 미확인,미정,③ 근거 없음 — 원장 행이 없고 §4 단계표·§6 채우는 방법·다른 프로세스의 동일 항목·옛 65행 어디에도 이 항목의 담당 표기가 없다,,—,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,샵바이
GX-t64-084,t64,P09,,운영자·주문운영,라,라 — 결정 미정,어떤 웹훅 이벤트를 구독할지 — 원장/설계: `BLK-S2-2`,최숙진+신우진,① 원장 owner_proposed(BLK-S2-2),,BLK-S2-2,RC-06,웹훅 수신·재전송 설계 부재(유실분이 영영 안 온다),웹훅
GX-t64-085,t64,P10,,운영자·주문운영,가,가 — 원장에 행 없음,택배사 코드 매핑(MES ↔ 샵바이 `deliveryCompanyType`) — TO-3 은 `invoiceNo` + `deliveryCompanyType` 을 요구한다. MES 가 쓰는 택배사 코드와 샵바이 enum 이 다르면 그 자리에서 막힌다. 행이 없다,서희항,②옛65행 curated 담당 승계,T4-5,—,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-086,t64,P10,,운영자·주문운영,가,가 — 원장에 행 없음,분할 출고 시 샵바이 반영 규칙 — `STD-SHP-011`(분할배송)과 `STD-MFG-114`(다중 송장)가 만나는 지점 — 주문 일부만 나갔을 때 샵바이 주문상태를 어떻게 쓰는지 행이 없다,최숙진 ; 서희항,① 원장 owner_proposed(STD-SHP-011·STD-MFG-114),,STD-SHP-011;STD-MFG-114,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,샵바이
GX-t64-087,t64,P10,,운영자·주문운영,가,가 — 원장에 행 없음,송장 정정 경로 — 명세에 `PUT /orders/update-invoices` 가 있는데 잘못 찍은 송장을 고치는 업무 흐름이 행으로 없다,서희항,②단계표 §4 최근접 단계의 담당자,,—,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,update-invoices
GX-t64-088,t64,P10,,운영자·주문운영,나,나 — 행은 있는데 코드 0,`STD-MFG-106`~`118`(13행) · `028`·`029`·`114` · `STD-ADO-016` — 17행.,최숙진,① 원장 owner_proposed(STD-MFG-106·STD-ADO-016),,STD-MFG-106;STD-ADO-016,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-089,t64,P10,,운영자·주문운영,다,다 — 코드는 있는데 연결 안 됨,샵바이 배송 API 명세 — 전부 확인됐다(위 15번). 부르는 코드만 없다,미정,③ 근거 없음 — 원장 행이 없고 §4 단계표·§6 채우는 방법·다른 프로세스의 동일 항목·옛 65행 어디에도 이 항목의 담당 표기가 없다,,—,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,샵바이
GX-t64-090,t64,P10,,운영자·주문운영,다,다 — 코드는 있는데 연결 안 됨,MES 바코드 실적 등록 — `IManufactureService.cs:173`·`:179` 가 있다. 후니 작업이 안 들어갈 뿐,최숙진,②단계표 §4 최근접 단계의 담당자,,—,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-091,t64,P10,,운영자·주문운영,다,다 — 코드는 있는데 연결 안 됨,huni-mall 출고완료 배지 — 라벨 매핑만 있다(`mypage-shared.tsx:161`). 그 상태를 만드는 쪽이 없다,최숙진,②단계표 §4 최근접 단계의 담당자,,—,RC-16,배송·택배사 코드 매핑과 출고 처리,출고
GX-t64-092,t64,P10,,운영자·주문운영,라,라 — 결정 미정,출고·송장을 셀러어드민 수동 등록으로 갈지 API 로 갈지 — 원장: `T4-5`,최숙진+신우진,① 원장 owner_proposed(T4-5),없음,T4-5,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,셀러어드민
GX-t64-093,t64,P10,,운영자·주문운영,라,라 — 결정 미정,생산 상태를 고객에게 어디까지 보여 줄지 — 원장: `T4-5`,최숙진+신우진,① 원장 owner_proposed(T4-5),,T4-5,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-094,t64,P10,,운영자·주문운영,라,라 — 결정 미정,퀵/방문수령/분할배송을 1차 범위에 넣을지 — 원장: `STD-SHP-009`·`010`·`011`(t63),최숙진,① 원장 owner_proposed(STD-SHP-009),,STD-SHP-009,RC-21,1차 런칭 범위·오픈 일정 미확정(무엇을 빼는가가 먼저다),1차 범위
GX-t64-095,t64,P11,,배송,가,가 — 원장에 행 없음,"택배사 추적 링크 — `STD-SHP-014` 는 ""고객 배송 조회(택배사 추적)""라고 하는데 huni-mall 은 번호를 글자로만 보여 준다. 클릭해서 택배사로 가는 것이 별도 행으로 없다 — 「부분」 판정 안에 묻혀 있다",김동학,① 원장 owner_proposed(STD-SHP-014),없음,STD-SHP-014,RC-16,배송·택배사 코드 매핑과 출고 처리,택배
GX-t64-096,t64,P11,,배송,가,가 — 원장에 행 없음,"주문 건별 배송지 변경 화면 — `STD-SHP-015` 는 ""배송지 변경/추가""인데 실제로 있는 것은 주소록이다. 이미 낸 주문의 배송지를 바꾸는 화면이 행으로 구분돼 있지 않다",김동학,① 원장 owner_proposed(STD-SHP-015),,STD-SHP-015,RC-19,게시판·문의·리뷰 응대 운영,문의
GX-t64-097,t64,P11,,배송,가,가 — 원장에 행 없음,"출고 전/후 판정 기준 — `STD-MFG-017` 은 ""출고 전 한정""이라고만 한다. 어느 상태까지가 출고 전인지(`MES_SENT`? `IN_PRODUCTION`? `PRODUCED`?)가 행으로 없다",서희항,① 원장 owner_proposed(STD-MFG-017),,STD-MFG-017,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-098,t64,P11,,배송,나,나 — 행은 있는데 코드 0,`STD-MFG-017` — MES-4 통보. 이 프로세스의 t64 담당 행 전부(1행),서희항,① 원장 owner_proposed(STD-MFG-017),,STD-MFG-017,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-099,t64,P11,,배송,다,다 — 코드는 있는데 연결 안 됨,송장 표시 — huni-mall 이 이미 보여 준다. 그 값을 채우는 쪽(P10 TO-3)이 없어서 늘 빈칸이다,김동학,②단계표 §4 최근접 단계의 담당자,,—,RC-16,배송·택배사 코드 매핑과 출고 처리,송장
GX-t64-100,t64,P11,,배송,다,다 — 코드는 있는데 연결 안 됨,웹훅 수신함 — `UPDATE_RECEIVER` 가 들어오면 저장은 된다. 읽는 쪽이 없다,서희항,②단계표 §4 최근접 단계의 담당자,,—,RC-06,웹훅 수신·재전송 설계 부재(유실분이 영영 안 온다),웹훅
GX-t64-101,t64,P11,,배송,다,다 — 코드는 있는데 연결 안 됨,주소록 — 살아 있다. 주문 건별 변경과 이어져 있지 않다,미정,③ 근거 없음 — 원장 행이 없고 §4 단계표·§6 채우는 방법·다른 프로세스의 동일 항목·옛 65행 어디에도 이 항목의 담당 표기가 없다,,—,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-102,t64,P11,,배송,라,라 — 결정 미정,배송지 변경을 huni-mall 에서 받을지 샵바이 마이페이지로 보낼지 — 누가: 김동학+신우진 (t63),김동학,②본문 §5 항목 셀의 담당 표기,,—,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,샵바이
GX-t64-103,t64,P11,,배송,라,라 — 결정 미정,출고 전/후 경계 상태 — 누가: 서희항 — 원장에 행이 없는 결정,서희항,②본문 §5 항목 셀의 담당 표기,,—,RC-16,배송·택배사 코드 매핑과 출고 처리,출고
GX-t64-104,t64,P11,,배송,라,라 — 결정 미정,택배사 추적을 링크로 열지 임베드할지 — 누가: 김동학 (t63),김동학,②본문 §5 항목 셀의 담당 표기,,—,RC-16,배송·택배사 코드 매핑과 출고 처리,택배
GX-t64-105,t64,P12,,운영자·주문운영,가,가 — 원장에 행 없음,재제작 주문의 식별 — 재제작품은 새 MES 작업인데 원 주문과 어떻게 이어 두는지 행이 없다. 이게 없으면 매출이 두 번 잡히거나 원인 분석이 끊긴다,최숙진,②단계표 §4 최근접 단계의 담당자,STD-CLM-015,—,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t64-106,t64,P12,,운영자·주문운영,가,가 — 원장에 행 없음,재제작 시 원고 회차 — 파일 오류로 재제작하면 새 회차인가 같은 회차인가? `STD-MFG-008`(회차 규약)과 이 프로세스가 연결된 행이 없다,서희항,① 원장 owner_proposed(STD-MFG-008),,STD-MFG-008,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-107,t64,P12,,운영자·주문운영,가,가 — 원장에 행 없음,"귀책 판단 기준 — `STD-CLM-011`(귀책 구분)은 t65 에 있으나, 생산 쪽에서 불량을 판정하는 기준(어디까지가 불량인가)이 행으로 없다",최숙진,① 원장 owner_proposed(STD-CLM-011),,STD-CLM-011,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-108,t64,P12,,운영자·주문운영,가,가 — 원장에 행 없음,재출고 배송비 부담 — `STD-MFG-122` 는 메모필드만 말한다. 실제 금액 정산이 행으로 없다,최숙진,① 원장 owner_proposed(STD-MFG-122),,STD-MFG-122,RC-16,배송·택배사 코드 매핑과 출고 처리,출고
GX-t64-109,t64,P12,,운영자·주문운영,나,나 — 행은 있는데 코드 0,`STD-ADO-011` · `STD-MFG-119`~`124` — 7행 전부.,최숙진,① 원장 owner_proposed(STD-ADO-011·STD-MFG-119),,STD-ADO-011;STD-MFG-119,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-110,t64,P12,,운영자·주문운영,다,다 — 코드는 있는데 연결 안 됨,클레임 API 명세 — `claim.mdx` 에 취소·반품·교환·수거·승인·철회가 전부 문서화돼 있다(`:32`·`:72`·`:171`·`:216`·`:239`·`:292`·`:362`·`:381`·`:439`). 호출 코드 0건,서희항,②단계표 §4 최근접 단계의 담당자,,—,RC-16,배송·택배사 코드 매핑과 출고 처리,수거
GX-t64-111,t64,P12,,운영자·주문운영,다,다 — 코드는 있는데 연결 안 됨,huni-mall 클레임 표시 — `src/lib/api/hooks/use-my-orders.ts:26`·`:335-340` 에서 `claimStatusTypeLabel`·`cancelDoneCnt`·`returnDoneCnt`·`exchangeDoneCnt` 를 표시용으로 다룬다. 신청·승인 호출은 0건,김동학,②교차 P01 의 동일 항목(② 판정)에서 승계,,—,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-112,t64,P12,,운영자·주문운영,다,다 — 코드는 있는데 연결 안 됨,웹훅 수신함 — 반품·교환 이벤트가 오면 저장은 된다,미정,③ 근거 없음 — 원장 행이 없고 §4 단계표·§6 채우는 방법·다른 프로세스의 동일 항목·옛 65행 어디에도 이 항목의 담당 표기가 없다,,—,RC-06,웹훅 수신·재전송 설계 부재(유실분이 영영 안 온다),웹훅
GX-t64-113,t64,P12,,운영자·주문운영,라,라 — 결정 미정,재제작 처리 경로 — 원장: `STD-CLM-015` — 신우진+최숙진,신우진+최숙진,① 원장 owner_proposed(STD-CLM-015),,STD-CLM-015,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t64-114,t64,P12,,운영자·주문운영,라,라 — 결정 미정,클레임·문의 범위(Shopby API / 외부 채널 / 미제공) — 원장: `BLK-S1-6`(t65) — 이게 정해져야 7번이 산다,신우진,① 원장 owner_proposed(BLK-S1-6),,BLK-S1-6,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,Shopby
