axis,kind,row_id,title,kdh_part,status,t56_verdict,t56_judged_by,why,evidence
5.Lightsail 이전·시스템배선,원장,STD-SYS-044,전역 오류 화면(error.tsx·not-found.tsx·global-error.tsx) 부재 — Next 기본 404/500 노출,김동학,미착수,담당맞음,evidence-path,,`find huni-skin-shopby/src/app -maxdepth 2 -name error.tsx|not-found.tsx|global-error.tsx` 0개 · 포크 huni-skin-next/src/app/{error·global-error·not-found}.tsx 존재
5.Lightsail 이전·시스템배선,원장,STD-SYS-046,공지 본문·상품설명 HTML 무필터 렌더(저장형 XSS 여지) — sanitize 적용,김동학,미착수,담당맞음,evidence-path,,huni-skin-shopby/src/app/(main)/notice/[articleNo]/page.tsx:69 · src/components/product/configurator.tsx:77 dangerouslySetInnerHTML · audit report.md:77 M3 · 포크 huni-skin-next/src/lib/security/sanitize.ts
5.Lightsail 이전·시스템배선,원장,STD-SYS-047,보안 응답 헤더/CSP 부재(next.config.ts 에 headers() 없음),김동학,미착수,담당맞음,evidence-path,,huni-skin-shopby/next.config.ts:1-17 headers 없음 · SPEC-TAKEOVER-001 spec.md:46 · 포크 M3(commit 348a8f4) CSP Report-Only
5.Lightsail 이전·시스템배선,원장,STD-SYS-048,회귀 테스트 0개·CI 없음 — 포크의 특성화 테스트(14파일·108케이스)·ci.yml 이식,김동학,미착수,담당맞음,evidence-path,,`find huni-skin-shopby/src -name '*.test.*'` 0 · .github/workflows/ 에 label-sync.yml 만 · 포크 huni-skin-next: 14 test files·.github/workflows/ci.yml(commit ed448b7·77b43cd)
5.Lightsail 이전·시스템배선,원장,STD-SYS-050,huni-skin-next 포크(SPEC-TAKEOVER-001 M0~M7·20커밋·remote 없음) 처리 결정 — 원본 main 에 선별 이식 vs 폐기,신우진+김동학,미착수,분할,evidence-path,,huni-skin-shopby/.git/info/exclude:7 `huni-skin-next/` · huni-skin-next `git remote` 0 · `git log 0f65b32..HEAD` 20 · 원본 9/10~9/15 4커밋 미반영
5.Lightsail 이전·시스템배선,원장,STD-SYS-051,미병합 로컬 브랜치·워크트리 7개 정리(WT-* 6 + release/0.2.0) — 유효 변경 유무 확인 후 삭제,김동학,미착수,담당맞음,evidence-path,,`git -C huni-skin-shopby branch --no-merged main` 7개 · `git worktree list` .claude/worktrees/{t1·t2·t3·t9·t10·t11·release-0.2.0}
5.Lightsail 이전·시스템배선,원장,STD-SYS-052,환경변수 정합 — 코드 참조 vs .env.example vs vercel-env-push.sh 불일치(HUNI_WIDGET_SITE_KEY·SHOPBY_NOTICE_BOARD_NO 예시 누락 · DEMO_AUTH_* 미사용 · GRAPHQL 2종 잔존),김동학,미착수,담당맞음,merged-owner_side,,huni-skin-shopby/.env.example(21키) · scripts/vercel-env-push.sh(GRAPHQL_BRIDGE_SECRET·NEXT_PUBLIC_GRAPHQL_ENDPOINT) · src/lib/api/server/board.ts:14 · 포크 t10 commit 8ff573a
5.Lightsail 이전·시스템배선,원장,STD-SYS-053,Prisma 로컬 DB(23테이블·DATABASE_URL) 존폐 — 코드 소비자 0(src/lib/prisma.ts 만),김동학,미착수,담당맞음,evidence-path,,`grep -rn '@/lib/prisma' huni-skin-shopby/src` 0(정의 파일 제외) · prisma/README.md:3 · package.json postinstall `prisma generate` · SPEC-TAKEOVER-001 U-6
5.Lightsail 이전·시스템배선,원장,STD-SYS-054,운영 console.error 24건·요청 ID 없는 진단 로그 → 구조화 로그·요청 ID 이식,김동학,미착수,담당맞음,evidence-path,,`grep -rnE 'console\.(log|error|warn)' huni-skin-shopby/src` 24 · audit report.md:71 M2 · 포크 huni-skin-next/src/lib/observability/{logger·request-id}.ts(commit f692a43)
5.Lightsail 이전·시스템배선,원장,T1-4,스킨 컨테이너화·도메인·소셜 콜백·env 이관(F4-8 Vercel 정지는 오픈 테스트 통과 전 금지) + 로그인 리다이렉트 재검증,김동학,미착수,담당맞음,rule-step,,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:72
5.Lightsail 이전·시스템배선,신규제안,NEW-M12,[NEW-M17 하위] 발행본 원천 DB 이전 대응(Railway → Lightsail webapp) — 읽는 쪽·쓰는 쪽 동시 전환,김동학,원장행 없음,,t61-manual-read,F2-3 은 **읽는 쪽**(몰)만 옮긴다. **쓰는 쪽**(페이지빌더)의 발행 대상 DB 를 같이 바꾸지 않으면 오픈 후 상세탭 발행이 멈춘다 — 원장 행 0,migration-plan.md:52 F2-3(vc_ 2객체 재덤프 → webapp) · /Users/innojini/Dev/huni-skin-shopby/src/lib/printly/publications.ts:85(SELECT)·:14-17(PRINTLY_WORKSPACE_ID 범위 고정)
5.Lightsail 이전·시스템배선,신규제안,NEW-M14,컨테이너 헬스체크 엔드포인트 신설(/api/health),김동학,원장행 없음,,t61-manual-read,F4-2 는 워크플로 작성 행이고 헬스체크 **구현** 행이 원장에 0. migration-plan.md:79 이 「헬스체크가 /(SSR·DB 조회)이면 DB 장애 = 롤백 루프」를 위험으로 적었다,migration-plan.md:74(「헬스체크 경로(관리서버의 /healthz 같은 것) 없음」) · :79 F4-2(「경로 결정」까지만)
5.Lightsail 이전·시스템배선,신규제안,NEW-M15,도메인 전환 시 위젯 허용도메인(allow_domains) 갱신 요청 — 몰 쪽 행,김동학,원장행 없음,,t61-manual-read,t49:215(위젯 레인)에 등록 도구 부재 행이 있으나 **몰 쪽에서 언제 무엇을 요청해야 하는가**는 원장에 0. 예외가 안 나고 Origin 검사만 조용히 꺼진다,/Users/innojini/Dev/HuniWeb/raw/webadmin/webadmin/catalog/widget_api.py:709-711(미설정=통과) · raw/webadmin/tools/issue_site_key.py:35-37(site_key 만 UPDATE)
5.Lightsail 이전·시스템배선,신규제안,NEW-M16,소셜 3사 콘솔 Redirect URI 변경 요청 창구·시점 확정,김동학,원장행 없음,,t61-manual-read,"F4-6 은 「검증」 행이고, 권한자가 외부라 **요청을 누가 언제 넣는가**가 없다. 이게 비면 F4-5 도메인 전환 직후 3사 로그인이 한꺼번에 막힌다",migration-plan.md:83 F4-6(검증) · :135(「소셜 3사 콘솔 권한자」 = 외부) · t56/rejudge.csv owner_now=「외부(소셜 3사 콘솔 권한자)」 1행
5.Lightsail 이전·시스템배선,신규제안,NEW-M17,[상위] 페이지빌더(vibe-canvas) 후니 맞춤 제작 → Lightsail 이전,김동학,원장행 없음,,t61-manual-read,이전 대상 4개(webadmin·DB·huni-mall·페이지빌더) 중 페이지빌더만 migration-plan F1~F4 에 행이 0. 아래 NEW-M12·M18~M22 가 이 행의 하위,_workspace/huni-page-compose/01_recon/pie-canvas-model.md:16-24(현 상태: Next.js App Router+Turbopack · Vercel icn1 · Auth.js v5+Google OIDC 단독 · Supabase Storage) · 지니 확정 260919(페이지빌더 = 김동학 대표 작업분 · Lightsail 통합)
5.Lightsail 이전·시스템배선,신규제안,NEW-M18,[NEW-M17 하위] 페이지빌더 컨테이너화·배포 파이프라인 — 저장소 소재부터,김동학,원장행 없음,,t61-manual-read,huni-mall 은 standalone 출력+Dockerfile 이 이미 있었다(next.config.ts:7). 페이지빌더도 같은지 **확인하지 못했다** — 소스 저장소를 로컬에서 찾지 못했다,pie-canvas-model.md:18-19(Next.js App Router + Turbopack · Vercel icn1) · 저장소 미발견(§ 돌린 패턴은 mall-todo.md ⑤)
5.Lightsail 이전·시스템배선,신규제안,NEW-M19,[NEW-M17 하위] 페이지빌더 저장 스키마·DB 목적지 확정,김동학,원장행 없음,,t61-manual-read,무엇을 옮겨야 하는지가 아직 문서로 없다. 발행 결과(vc_v_product_detail_tabs)는 알지만 **원본 페이지·블록이 어느 DB 에 어떤 형태로 사는지**가 미확인,"pie-canvas-model.md:97 G7(「페이지/블록 저장 스키마(실 DB 형태) — 서버 액션 기반, REST 미노출」)"
5.Lightsail 이전·시스템배선,신규제안,NEW-M20,[NEW-M17 하위] Supabase Storage 이미지 자산 이관 판정,김동학,원장행 없음,,t61-manual-read,Lightsail 통합이면 이미지 원천을 S3 로 옮길지 Supabase 를 남길지 결정해야 한다. 옮기면 발행본 HTML 안의 이미지 URL 이 전부 바뀐다(publications.ts 의 image_url),pie-canvas-model.md:22(「스토리지 = Supabase Storage」 · /help/media) · :23(PNG/JPEG→WebP 변환)
5.Lightsail 이전·시스템배선,신규제안,NEW-M21,[NEW-M17 하위] 페이지빌더 도메인·Google OIDC Redirect URI 전환,김동학,원장행 없음,,t61-manual-read,huni-mall 의 NEW-M16(소셜 3사)과 같은 종류의 일이 페이지빌더에도 따로 있다. 로그인 수단이 Google 단독이라 Redirect URI 하나가 틀리면 편집기 접근이 통째로 막힌다,pie-canvas-model.md:17(현 도메인 vibe-canvas-builder.vercel.app) · :21(Auth.js v5 + Google OIDC 단독 · /api/auth/providers)
5.Lightsail 이전·시스템배선,신규제안,NEW-M22,[NEW-M17 선행] /sites·/assets 500 원인 해소,김동학,원장행 없음,,t61-manual-read,이전 전에 정상 상태를 만들어 두지 않으면 이전 후 500 이 이전 탓인지 원래 탓인지 가릴 수 없다,pie-canvas-model.md:30(라우트 표면 실측: /sites·/assets = 500) · :98 G8(「서버측 — 파트너사 확인(C4)」)
