prd_cd,prd_nm,axis,verdict,evidence
PRD_000175,만년다이어리(레더소프트커버),페이지룰,CONFIRM,권위 페이지사양 부재·라이브 page_rules 0(완제/단엽 가능)
PRD_000176,먼슬리플래너,사이즈코드,MATCH,권위 1 ↔ 라이브 1(A5(148x210mm))
PRD_000176,먼슬리플래너,도수,MATCH,"권위 ['단면', '양면'] ↔ 라이브 print_side ['단면', '양면']·print_opt_cd 적재"
PRD_000176,먼슬리플래너,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000176,먼슬리플래너,판형,MATCH,"라이브 plate 2개(150x216,302x216)"
PRD_000176,먼슬리플래너,자재,MATCH,"권위 종이=['백모조100', '아트250 + 무광코팅'] ↔ 라이브 materials 2행"
PRD_000176,먼슬리플래너,공정,MATCH,권위 제본=[] ↔ 라이브 processes 1행(무광)
PRD_000176,먼슬리플래너,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000176,먼슬리플래너,페이지룰,MATCH,권위 28~28/['0.0'] ↔ 라이브 28~28/0
PRD_000177,스프링노트,사이즈코드,MATCH,권위 1 ↔ 라이브 1(A5(148x210mm))
PRD_000177,스프링노트,도수,MATCH,권위 ['단면'] ↔ 라이브 print_side ['단면']·print_opt_cd 적재
PRD_000177,스프링노트,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000177,스프링노트,판형,MATCH,라이브 plate 1개(152x214)
PRD_000177,스프링노트,자재,MATCH,"권위 종이=['백모조100', '아트250 + 무광코팅', '무지내지'] ↔ 라이브 materials 3행"
PRD_000177,스프링노트,공정,MATCH,"권위 제본=['트윈링제본(좌철+실버링)'] ↔ 라이브 processes 3행(트윈링제본,수축포장,무광)"
PRD_000177,스프링노트,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000177,스프링노트,페이지룰,CONFIRM,권위 페이지사양 부재·라이브 page_rules 0(완제/단엽 가능)
PRD_000178,스프링수첩,사이즈코드,MATCH,권위 1 ↔ 라이브 1(90x145)
PRD_000178,스프링수첩,도수,MATCH,권위 ['단면'] ↔ 라이브 print_side ['단면']·print_opt_cd 적재
PRD_000178,스프링수첩,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000178,스프링수첩,판형,MATCH,라이브 plate 1개(94x149)
PRD_000178,스프링수첩,자재,MATCH,"권위 종이=['백모조100', '아트250 + 무광코팅', '무지내지'] ↔ 라이브 materials 3행"
PRD_000178,스프링수첩,공정,MATCH,"권위 제본=['트윈링제본(상철+실버링)'] ↔ 라이브 processes 2행(트윈링제본,무광)"
PRD_000178,스프링수첩,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000178,스프링수첩,페이지룰,CONFIRM,권위 페이지사양 부재·라이브 page_rules 0(완제/단엽 가능)
PRD_000179,메모패드,사이즈코드,MATCH,"권위 2 ↔ 라이브 2(B5 (182X257),144x206)"
PRD_000179,메모패드,도수,MATCH,권위 ['단면'] ↔ 라이브 print_side ['단면']·print_opt_cd 적재
PRD_000179,메모패드,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000179,메모패드,판형,MATCH,"라이브 plate 2개(A5 (148X210),186x261)"
PRD_000179,메모패드,자재,MATCH,"권위 종이=['백모조100', '아트250 + 무광코팅', '무지내지'] ↔ 라이브 materials 3행"
PRD_000179,메모패드,공정,MATCH,"권위 제본=['떡제본'] ↔ 라이브 processes 2행(떡제본,무광)"
PRD_000179,메모패드,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000179,메모패드,페이지룰,CONFIRM,권위 페이지사양 부재·라이브 page_rules 0(완제/단엽 가능)
PRD_000181,중철노트,사이즈코드,MATCH,권위 1 ↔ 라이브 1(A6(105x148mm))
PRD_000181,중철노트,도수,MATCH,권위 ['단면'] ↔ 라이브 print_side ['단면']·print_opt_cd 적재
PRD_000181,중철노트,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000181,중철노트,판형,MATCH,라이브 plate 1개(216x154)
PRD_000181,중철노트,자재,MATCH,"권위 종이=['백모조100', '아트250 + 무광코팅', '무지내지'] ↔ 라이브 materials 3행"
PRD_000181,중철노트,공정,MATCH,"권위 제본=['중철제본'] ↔ 라이브 processes 2행(중철제본,무광)"
PRD_000181,중철노트,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000181,중철노트,페이지룰,CONFIRM,권위 페이지사양 부재·라이브 page_rules 0(완제/단엽 가능)
PRD_000001,OPP접착봉투,사이즈코드,MATCH,"권위 11변형 ↔ 라이브 sizes 11개(230x350mm(50장),160x230mm(50장),130x200mm(50장)…)"
PRD_000001,OPP접착봉투,도수,N/A,도수 미사용(needed=N)
PRD_000001,OPP접착봉투,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000001,OPP접착봉투,판형,N/A,판형 미사용(needed=N)
PRD_000001,OPP접착봉투,자재,N/A,자재 미사용(needed=N)
PRD_000001,OPP접착봉투,공정,N/A,공정 미사용(needed=N)
PRD_000001,OPP접착봉투,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000001,OPP접착봉투,페이지룰,N/A,페이지룰 미사용(needed=N)
PRD_000002,OPP비접착봉투,사이즈코드,MATCH,"권위 11변형 ↔ 라이브 sizes 11개(60x90mm(20장),60x90mm(50장),80x100mm(50장)…)"
PRD_000002,OPP비접착봉투,도수,N/A,도수 미사용(needed=N)
PRD_000002,OPP비접착봉투,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000002,OPP비접착봉투,판형,N/A,판형 미사용(needed=N)
PRD_000002,OPP비접착봉투,자재,N/A,자재 미사용(needed=N)
PRD_000002,OPP비접착봉투,공정,N/A,공정 미사용(needed=N)
PRD_000002,OPP비접착봉투,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000002,OPP비접착봉투,페이지룰,N/A,페이지룰 미사용(needed=N)
PRD_000003,트래싱지 카드봉투,사이즈코드,MATCH,"권위 8변형 ↔ 라이브 sizes 8개(160x110mm(20장),70x100mm(100장),70x100mm(30장)…)"
PRD_000003,트래싱지 카드봉투,도수,N/A,도수 미사용(needed=N)
PRD_000003,트래싱지 카드봉투,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000003,트래싱지 카드봉투,판형,N/A,판형 미사용(needed=N)
PRD_000003,트래싱지 카드봉투,자재,N/A,자재 미사용(needed=N)
PRD_000003,트래싱지 카드봉투,공정,N/A,공정 미사용(needed=N)
PRD_000003,트래싱지 카드봉투,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000003,트래싱지 카드봉투,페이지룰,N/A,페이지룰 미사용(needed=N)
PRD_000004,카드봉투,사이즈코드,MATCH,권위 2변형 ↔ 라이브 sizes 1개(165x115mm(10장)…)
PRD_000004,카드봉투,도수,N/A,도수 미사용(needed=N)
PRD_000004,카드봉투,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000004,카드봉투,판형,N/A,판형 미사용(needed=N)
PRD_000004,카드봉투,자재,N/A,자재 미사용(needed=N)
PRD_000004,카드봉투,공정,N/A,공정 미사용(needed=N)
PRD_000004,카드봉투,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000004,카드봉투,페이지룰,N/A,페이지룰 미사용(needed=N)
PRD_000005,캘린더봉투,사이즈코드,MATCH,"권위 2변형 ↔ 라이브 sizes 2개(240x230mm(10장),150x310mm(10장)…)"
PRD_000005,캘린더봉투,도수,N/A,도수 미사용(needed=N)
PRD_000005,캘린더봉투,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000005,캘린더봉투,판형,N/A,판형 미사용(needed=N)
PRD_000005,캘린더봉투,자재,N/A,자재 미사용(needed=N)
PRD_000005,캘린더봉투,공정,N/A,공정 미사용(needed=N)
PRD_000005,캘린더봉투,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000005,캘린더봉투,페이지룰,N/A,페이지룰 미사용(needed=N)
PRD_000006,볼체인,사이즈코드,CONFIRM,권위 사이즈(필수)=8변형(색/길이) → 라이브 sizes 0·materials 8행[USAGE.07] 귀속(부속물 변형 축귀속 모호)
PRD_000006,볼체인,도수,N/A,도수 미사용(needed=N)
PRD_000006,볼체인,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000006,볼체인,판형,N/A,판형 미사용(needed=N)
PRD_000006,볼체인,자재,N/A,자재 미사용(needed=N)
PRD_000006,볼체인,공정,N/A,공정 미사용(needed=N)
PRD_000006,볼체인,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000006,볼체인,페이지룰,N/A,페이지룰 미사용(needed=N)
PRD_000007,와이어링,사이즈코드,CONFIRM,권위 사이즈(필수)=3변형(색/길이) → 라이브 sizes 0·materials 3행[USAGE.07] 귀속(부속물 변형 축귀속 모호)
PRD_000007,와이어링,도수,N/A,도수 미사용(needed=N)
PRD_000007,와이어링,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000007,와이어링,판형,N/A,판형 미사용(needed=N)
PRD_000007,와이어링,자재,N/A,자재 미사용(needed=N)
PRD_000007,와이어링,공정,N/A,공정 미사용(needed=N)
PRD_000007,와이어링,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000007,와이어링,페이지룰,N/A,페이지룰 미사용(needed=N)
PRD_000008,천정고리,사이즈코드,CONFIRM,권위 사이즈(필수)=1변형(색/길이) → 라이브 sizes 0·materials 1행[USAGE.07] 귀속(부속물 변형 축귀속 모호)
PRD_000008,천정고리,도수,N/A,도수 미사용(needed=N)
PRD_000008,천정고리,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000008,천정고리,판형,N/A,판형 미사용(needed=N)
PRD_000008,천정고리,자재,N/A,자재 미사용(needed=N)
PRD_000008,천정고리,공정,N/A,공정 미사용(needed=N)
PRD_000008,천정고리,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000008,천정고리,페이지룰,N/A,페이지룰 미사용(needed=N)
PRD_000009,투명케이스,사이즈코드,MATCH,"권위 3변형 ↔ 라이브 sizes 3개(PP투명케이스75x75x15mm(10개),PP투명케이스42x57x20mm(10개),PP투명케이스75x110x15mm(10개)…)"
PRD_000009,투명케이스,도수,N/A,도수 미사용(needed=N)
PRD_000009,투명케이스,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000009,투명케이스,판형,N/A,판형 미사용(needed=N)
PRD_000009,투명케이스,자재,N/A,자재 미사용(needed=N)
PRD_000009,투명케이스,공정,N/A,공정 미사용(needed=N)
PRD_000009,투명케이스,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000009,투명케이스,페이지룰,N/A,페이지룰 미사용(needed=N)
PRD_000010,행택끈,사이즈코드,CONFIRM,권위 사이즈(필수)=3변형(색/길이) → 라이브 sizes 0·materials 3행[USAGE.07] 귀속(부속물 변형 축귀속 모호)
PRD_000010,행택끈,도수,N/A,도수 미사용(needed=N)
PRD_000010,행택끈,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000010,행택끈,판형,N/A,판형 미사용(needed=N)
PRD_000010,행택끈,자재,N/A,자재 미사용(needed=N)
PRD_000010,행택끈,공정,N/A,공정 미사용(needed=N)
PRD_000010,행택끈,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000010,행택끈,페이지룰,N/A,페이지룰 미사용(needed=N)
PRD_000011,자석고정용고무판,사이즈코드,MATCH,권위 1변형 ↔ 라이브 sizes 1개(20x20(20개입)…)
PRD_000011,자석고정용고무판,도수,N/A,도수 미사용(needed=N)
PRD_000011,자석고정용고무판,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000011,자석고정용고무판,판형,N/A,판형 미사용(needed=N)
PRD_000011,자석고정용고무판,자재,N/A,자재 미사용(needed=N)
PRD_000011,자석고정용고무판,공정,N/A,공정 미사용(needed=N)
PRD_000011,자석고정용고무판,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000011,자석고정용고무판,페이지룰,N/A,페이지룰 미사용(needed=N)
PRD_000012,우드거치대,사이즈코드,CONFIRM,권위 사이즈(필수)=1변형(색/길이) → 라이브 sizes 0·materials 1행[USAGE.07] 귀속(부속물 변형 축귀속 모호)
PRD_000012,우드거치대,도수,N/A,도수 미사용(needed=N)
PRD_000012,우드거치대,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000012,우드거치대,판형,N/A,판형 미사용(needed=N)
PRD_000012,우드거치대,자재,N/A,자재 미사용(needed=N)
PRD_000012,우드거치대,공정,N/A,공정 미사용(needed=N)
PRD_000012,우드거치대,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000012,우드거치대,페이지룰,N/A,페이지룰 미사용(needed=N)
PRD_000013,우드봉,사이즈코드,CONFIRM,권위 사이즈(필수)=3변형(색/길이) → 라이브 sizes 0·materials 3행[USAGE.07] 귀속(부속물 변형 축귀속 모호)
PRD_000013,우드봉,도수,N/A,도수 미사용(needed=N)
PRD_000013,우드봉,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000013,우드봉,판형,N/A,판형 미사용(needed=N)
PRD_000013,우드봉,자재,N/A,자재 미사용(needed=N)
PRD_000013,우드봉,공정,N/A,공정 미사용(needed=N)
PRD_000013,우드봉,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000013,우드봉,페이지룰,N/A,페이지룰 미사용(needed=N)
PRD_000014,우드행거,사이즈코드,CONFIRM,권위 사이즈(필수)=3변형(색/길이) → 라이브 sizes 0·materials 3행[USAGE.07] 귀속(부속물 변형 축귀속 모호)
PRD_000014,우드행거,도수,N/A,도수 미사용(needed=N)
PRD_000014,우드행거,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000014,우드행거,판형,N/A,판형 미사용(needed=N)
PRD_000014,우드행거,자재,N/A,자재 미사용(needed=N)
PRD_000014,우드행거,공정,N/A,공정 미사용(needed=N)
PRD_000014,우드행거,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000014,우드행거,페이지룰,N/A,페이지룰 미사용(needed=N)
PRD_000015,만년스탬프 리필잉크,사이즈코드,CONFIRM,권위 사이즈(필수)=7변형(색/길이) → 라이브 sizes 0·materials 7행[USAGE.07] 귀속(부속물 변형 축귀속 모호)
PRD_000015,만년스탬프 리필잉크,도수,N/A,도수 미사용(needed=N)
PRD_000015,만년스탬프 리필잉크,인쇄옵션,N/A,인쇄옵션 미사용(needed=N)
PRD_000015,만년스탬프 리필잉크,판형,N/A,판형 미사용(needed=N)
PRD_000015,만년스탬프 리필잉크,자재,N/A,자재 미사용(needed=N)
PRD_000015,만년스탬프 리필잉크,공정,N/A,공정 미사용(needed=N)
PRD_000015,만년스탬프 리필잉크,묶음수,N/A,묶음수 미사용(needed=N)
PRD_000015,만년스탬프 리필잉크,페이지룰,N/A,페이지룰 미사용(needed=N)
