row_id,track,step,title,status,owner_now,remaining,verdict,owner_proposed,judged_by,basis,note,evidence
STD-B2B-004,T6,D5,후불 여신한도 설정,미착수,김동학,Y,미정,김동학,rule-track,print-kb/wiki/policy/custom-dev.md#CST-07 · L4 사유: F-141 후불결제(돈·주문) 미착수.,사는 시스템도 단계 기본 담당도 못 짚음(D5 프린트머니 등) — 실측·결정 필요,print-kb/wiki/policy/custom-dev.md#CST-07 · L4 사유: F-141 후불결제(돈·주문) 미착수.
STD-B2B-005,T6,D5,후불 주문 승인·미결제 관리,미착수,김동학,Y,분할,김동학+신우진,rule-track,print-kb/wiki/policy/order-mgmt.md#OMG-04 · L4 사유: 후불 승인·미결제 관리 L2 무근거.,결정 안건이 실무 담당에게 걸려 있다 — 결정(PM)/실행(담당) 분리,print-kb/wiki/policy/order-mgmt.md#OMG-04 · L4 사유: 후불 승인·미결제 관리 L2 무근거.
STD-B2B-006,T5,E1,월 마감 청구서 발행,미착수,김동학,Y,재배정,최숙진,rule-step,print-kb/wiki/policy/operations.md#OPS-05 월단위 마감 · L4 사유: 돈 걸림(F-098). 원장 월마감 미구현.,사는 시스템 미확인 — 단계 E1 기본 담당과 불일치(약한 근거·실측 필요),print-kb/wiki/policy/operations.md#OPS-05 월단위 마감 · L4 사유: 돈 걸림(F-098). 원장 월마감 미구현.
STD-B2B-007,T5,E1,업체별 미수금 관리,미착수,김동학,Y,재배정,최숙진,rule-step,print-quote/04_design/ia.md §2.3 SM-A-06 · L4 사유: 돈 걸림(F-099).,사는 시스템 미확인 — 단계 E1 기본 담당과 불일치(약한 근거·실측 필요),print-quote/04_design/ia.md §2.3 SM-A-06 · L4 사유: 돈 걸림(F-099).
STD-B2B-008,T6,D5,거래처 원장(온·오프라인 통합),미착수,김동학,Y,미정,김동학,rule-track,print-kb/wiki/policy/custom-dev.md#CST-06 · L4 사유: 온·오프라인 통합 원장 + 계좌관리. 전부 CUSTOM.,사는 시스템도 단계 기본 담당도 못 짚음(D5 프린트머니 등) — 실측·결정 필요,print-kb/wiki/policy/custom-dev.md#CST-06 · L4 사유: 온·오프라인 통합 원장 + 계좌관리. 전부 CUSTOM.
STD-B2B-009,T6,D5,원장 데이터 파일 생성(.txt 연계),미착수,김동학,Y,미정,김동학,rule-track,print-quote/04_design/ia.md §2.3 SM-A-02 .txt 생성 · L4 사유: .txt 연계 생성 미구현.,사는 시스템도 단계 기본 담당도 못 짚음(D5 프린트머니 등) — 실측·결정 필요,print-quote/04_design/ia.md §2.3 SM-A-02 .txt 생성 · L4 사유: .txt 연계 생성 미구현.
STD-B2B-010,T5,E1,대량 견적 요청 접수·회신,미착수,김동학,Y,재배정,최숙진,rule-step,SB-056 absent(문의 라우트 부재),사는 시스템 미확인 — 단계 E1 기본 담당과 불일치(약한 근거·실측 필요),SB-056 absent(문의 라우트 부재)
STD-B2B-011,T5,E1,견적서 발행(사업자 양식),미착수,김동학,Y,재배정,최숙진,rule-step,print-quote/04_design/ia.md §2.1 대량견적 파생 · L4 사유: F-051 견적서 생성·다운로드는 L4a 도메인 std 와도 물린다 — legacy 1:N 공유(§4-2).,사는 시스템 미확인 — 단계 E1 기본 담당과 불일치(약한 근거·실측 필요),print-quote/04_design/ia.md §2.1 대량견적 파생 · L4 사유: F-051 견적서 생성·다운로드는 L4a 도메인 std 와도 물린다 — legacy 1:N 공유(§4-2).
STD-B2B-012,T5,D4,세금계산서 일괄 발행,미착수,미정,Y,미정,미정,rule-track,SB-053 stub — document-section.tsx:1-6 · D-18 endpoint='(호출 지점 없음)',사내 4담당 경계 밖(외부·미정) — 이번 재판정 대상 아님,SB-053 stub — document-section.tsx:1-6 · D-18 endpoint='(호출 지점 없음)'
STD-B2B-013,T5,E1,[구IA#45] 거래처관리 (등록/수정/처리),미실측,신우진,Y,재배정,최숙진,merged-owner_side,merged.csv t48:86 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),docs/huni/후니프린팅_IA.xlsx 「IA 확인」 No.45 · webadmin 사이드바 33화면에 거래처 없음 @ 2026-09-16 21:28 · 셀러어드민 미확인(R1d)
STD-B2B-014,T5,E1,[구IA#46] 매장게시판,미실측,신우진,Y,재배정,최숙진,merged-owner_side,merged.csv t48:2 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),IA No.46 매장게시판 · webadmin 해당 없음 @ 2026-09-16 21:28
STD-B2B-015,T6,D5,[구IA#91] 주문관리-후불결제,미실측,신우진,Y,미정,신우진,rule-track,IA No.91 주문관리-후불결제 · 9/15 회의 결제수단 표(가상계좌 미신청·토스 제외) · webadmin 없음,사는 시스템도 단계 기본 담당도 못 짚음(D5 프린트머니 등) — 실측·결정 필요,IA No.91 주문관리-후불결제 · 9/15 회의 결제수단 표(가상계좌 미신청·토스 제외) · webadmin 없음
STD-ADP-001,T2,A1,사이즈 마스터 등록·관리,작동,서희항,N,담당맞음,서희항,merged-owner_side,"merged.csv t49:122,t49:166 owner_side/system=webadmin",,https://huni-admin.printly.co.kr/admin/catalog/tsizsizes/@2026-09-16 21:28
STD-ADP-002,T2,A1,소재(자재) 마스터 등록·관리,작동,서희항,N,담당맞음,서희항,merged-owner_side,"merged.csv t49:104,t49:118,t49:120 owner_side/system=webadmin",,https://huni-admin.printly.co.kr/admin/master/mat/@2026-09-16 21:28
STD-ADP-003,T2,A1,용지·평량 마스터 관리,작동,서희항,N,담당맞음,서희항,merged-owner_side,"merged.csv t49:106,t49:107,t49:108 owner_side/system=webadmin",,https://huni-admin.printly.co.kr/admin/paper-management/@2026-09-16 21:28
STD-ADP-004,T2,A1,도수/색상 코드 관리,작동,서희항,N,담당맞음,서희항,merged-owner_side,"merged.csv t49:110,t49:119,t49:167 owner_side/system=webadmin",,https://huni-admin.printly.co.kr/admin/catalog/tclrcolorcounts/@2026-09-16 21:28
STD-ADP-005,T2,A1,공정(후가공) 마스터 관리,작동,서희항,N,담당맞음,서희항,merged-owner_side,"merged.csv t49:105,t49:111,t49:121 owner_side/system=webadmin",,https://huni-admin.printly.co.kr/admin/master/proc/@2026-09-16 21:33
STD-ADP-006,T2,A1,공정 택일그룹 관리,구현-미검증,서희항,Y,담당맞음,서희항,evidence-path,raw/webadmin/webadmin/catalog/admin.py:1595 '(제거됨 — Phase 7/07-08) 공정 택일그룹 모델: 옵션그룹으로 흡수·DROP' · raw/webadmin/webadmin/c,,raw/webadmin/webadmin/catalog/admin.py:1595 '(제거됨 — Phase 7/07-08) 공정 택일그룹 모델: 옵션그룹으로 흡수·DROP' · raw/webadmin/webadmin/config/urls.py:356-360 옵션그룹 CRUD
STD-ADP-007,T2,A1,판형(출력판형)·판걸이수 관리,작동,서희항,N,담당맞음,서희항,merged-owner_side,merged.csv t49:168 owner_side/system=webadmin,,https://huni-admin.printly.co.kr/admin/product-viewer/?prd=PRD_000069@2026-09-16 21:30
STD-ADP-008,T2,A1,제본 방식 마스터 관리,구현-미검증,서희항,Y,담당맞음,서희항,merged-owner_side,"merged.csv t49:101,t49:102,t49:112 owner_side/system=webadmin",,raw/webadmin/webadmin/config/urls.py:320-330 책등(spine) 계산 규칙 · raw/webadmin/webadmin/catalog/spine_calc.py:1
STD-ADP-009,T2,A1,기초코드 논리삭제·이름변경 정책 적용,작동,서희항,N,담당맞음,서희항,merged-owner_side,"merged.csv t49:97,t49:98,t49:103 owner_side/system=webadmin",,https://huni-admin.printly.co.kr/admin/basecode-master/@2026-09-16 21:28
STD-ADP-010,T2,A1,인쇄/제본 상품 등록,작동,서희항,N,담당맞음,서희항,merged-owner_side,"merged.csv t49:164,t49:165,t49:174 owner_side/system=webadmin",,https://huni-admin.printly.co.kr/admin/product-viewer/@2026-09-16 21:28
STD-ADP-011,T2,A1,굿즈 상품 등록,작동,서희항,N,담당맞음,서희항,evidence-path,https://huni-admin.printly.co.kr/admin/product-viewer/?prd=PRD_000146@2026-09-16 21:30,,https://huni-admin.printly.co.kr/admin/product-viewer/?prd=PRD_000146@2026-09-16 21:30
STD-ADP-012,T2,A1,포장재 상품 등록,작동,서희항,N,담당맞음,서희항,merged-owner_side,merged.csv t49:178 owner_side/system=webadmin,,https://huni-admin.printly.co.kr/admin/sku-catalog/@2026-09-16 21:28
STD-ADP-013,T2,A1,상품-카테고리 귀속(다중분류),작동,서희항,N,담당맞음,서희항,merged-owner_side,merged.csv t49:194 owner_side/system=webadmin,,https://huni-admin.printly.co.kr/admin/catalog/tprdproducts/@2026-09-16 21:32
STD-ADP-014,T2,A1,상품 진열/노출 상태 관리,작동,서희항,N,담당맞음,서희항,merged-owner_side,"merged.csv t49:153,t49:154,t49:155 owner_side/system=webadmin",,https://huni-admin.printly.co.kr/admin/catalog/tprdproducts/@2026-09-16 21:32
STD-ADP-015,T2,A1,상품 상세페이지 콘텐츠 편집,부분,김동학,Y,담당맞음,김동학,manual-read,huni-skin-shopby/src/app/(main)/product/[slug]/page.tsx:49-56,"스킨은 fetchPublishedDetailTabs 로 발행된 탭을 읽고, 편집 화면은 pagebuilder(vibe-canvas) 쪽이다. **페이지빌더 담당 = 김동학(지니 결정 260919)** 이므로 조회·편집이 같은 사람에게 있다 — 분할 불요",huni-skin-shopby/src/app/(main)/product/[slug]/page.tsx:51-56 Pie Canvas 발행 상세탭 조회
STD-ADP-016,T2,A1,셋트(부품조립) 상품 구성 관리,작동,서희항,N,담당맞음,서희항,merged-owner_side,"merged.csv t49:175,t49:176,t49:177 owner_side/system=webadmin",,https://huni-admin.printly.co.kr/admin/set-products/@2026-09-16 21:28
STD-ADP-017,T2,A3,상품별 옵션그룹 구성,구현-미검증,서희항,Y,담당맞음,서희항,merged-owner_side,"merged.csv t49:161,t49:163,t49:270 owner_side/system=webadmin,widget","여러 시스템에 걸치나 담당은 한 사람(webadmin,widget)",raw/webadmin/webadmin/config/urls.py:356-360 옵션그룹/옵션/항목 CRUD
STD-ADP-018,T2,A3,옵션 항목 ↔ 차원 참조 연결,작동,서희항,N,담당맞음,서희항,merged-owner_side,"merged.csv t49:141,t49:162,t49:185 owner_side/system=webadmin",,https://huni-admin.printly.co.kr/admin/tmpl-combo-md/@2026-09-16 21:28
STD-ADP-019,T2,A3,옵션 참조 무결성 검증,구현-미검증,서희항,Y,담당맞음,서희항,evidence-path,raw/webadmin/webadmin/config/urls.py:373 상품 유효성 검증(validate),,raw/webadmin/webadmin/config/urls.py:373 상품 유효성 검증(validate)
STD-ADP-020,T2,A3,추가상품 템플릿 구성,작동,서희항,N,담당맞음,서희항,merged-owner_side,"merged.csv t49:172,t49:179,t49:180 owner_side/system=webadmin",,https://huni-admin.printly.co.kr/admin/sku-catalog/@2026-09-16 21:28
STD-ADP-021,T2,A3,제약규칙 등록(UI 폼빌더),구현-미검증,서희항,Y,담당맞음,서희항,merged-owner_side,merged.csv t49:134 owner_side/system=webadmin,,raw/webadmin/webadmin/config/urls.py:371 제약규칙(JSONLogic) 관리 · raw/webadmin/webadmin/catalog/models.py:801 제약 모델
STD-ADP-022,T2,A3,제약규칙 시뮬레이션·미리보기,구현-미검증,서희항,Y,담당맞음,서희항,merged-owner_side,"merged.csv t49:88,t49:198 owner_side/system=webadmin",,raw/webadmin/webadmin/config/urls.py:169 price_sim_constraints — '제약 cascade: 현재 선택 → 각 차원 불가값(비활성)'
STD-ADP-023,T2,A2,가격공식 등록·상품 바인딩,작동,서희항,N,담당맞음,서희항,merged-owner_side,"merged.csv t49:73,t49:74,t49:75 owner_side/system=webadmin",,https://huni-admin.printly.co.kr/admin/price-viewer/?prd=PRD_000069@2026-09-16 21:30
STD-ADP-024,T2,A2,가격구성요소 등록·차원 지정,작동,서희항,N,담당맞음,서희항,merged-owner_side,"merged.csv t49:69,t49:71,t49:82 owner_side/system=webadmin",,https://huni-admin.printly.co.kr/admin/price-component-md/@2026-09-16 21:28
STD-ADP-025,T2,A2,단가행 일괄 등록(엑셀 업로드),구현-미검증,서희항,Y,담당맞음,서희항,merged-owner_side,"merged.csv t49:77,t49:78,t49:79 owner_side/system=webadmin",,raw/webadmin/webadmin/catalog/price_views.py:1650 '그리드에 보이는 행이 곧 이 구성요소의 전체 단가표(엑셀처럼)' · raw/webadmin/webadmin/catalog/templates/catalog/comp_price_grid_page.html:142-145 엑셀 복사·붙여넣기
STD-ADP-026,T2,A2,단가유형(단가형/합가형) 설정,구현-미검증,서희항,Y,담당맞음,서희항,merged-owner_side,merged.csv t49:70 owner_side/system=webadmin,,raw/webadmin/webadmin/catalog/admin.py:2816 'Phase 11: 사용차원 순서지정 위젯 + 단가유형 그룹제한(basecodes prc_typ_cd)'
STD-ADP-027,T2,A2,수량구간 할인테이블 관리,작동,서희항,N,담당맞음,서희항,merged-owner_side,"merged.csv t49:64,t49:65,t49:66 owner_side/system=webadmin",,https://huni-admin.printly.co.kr/admin/discount-table-md/@2026-09-16 21:28
STD-ADP-028,T2,A2,면적 매트릭스 단가 관리,구현-미검증,서희항,Y,담당맞음,서희항,evidence-path,raw/webadmin/webadmin/config/urls.py:144-148 단가 그리드(차원 조합 행) · raw/webadmin/webadmin/catalog/pricing.py:1 evaluate_price,,raw/webadmin/webadmin/config/urls.py:144-148 단가 그리드(차원 조합 행) · raw/webadmin/webadmin/catalog/pricing.py:1 evaluate_price
STD-ADP-029,T2,A2,템플릿 직접단가 관리,작동,서희항,N,담당맞음,서희항,evidence-path,https://huni-admin.printly.co.kr/admin/price-viewer/?prd=PRD_000146@2026-09-16 21:30,,https://huni-admin.printly.co.kr/admin/price-viewer/?prd=PRD_000146@2026-09-16 21:30
STD-ADP-030,T2,A2,가격 적용시작일 기반 이력 관리,작동,서희항,N,담당맞음,서희항,merged-owner_side,"merged.csv t49:80,t49:93 owner_side/system=webadmin",,https://huni-admin.printly.co.kr/admin/price-viewer/?prd=PRD_000069@2026-09-16 21:30
STD-ADP-031,T2,A2,가격 시뮬레이터(운영자 검산),작동,서희항,N,담당맞음,서희항,merged-owner_side,"merged.csv t49:83,t49:84,t49:85 owner_side/system=webadmin",,https://huni-admin.printly.co.kr/admin/price-simulator/@2026-09-16 21:28
STD-ADP-032,T2,A2,가격뷰어(계산 결과 조회),작동,서희항,N,담당맞음,서희항,merged-owner_side,"merged.csv t49:72,t49:91,t49:92 owner_side/system=webadmin",,https://huni-admin.printly.co.kr/admin/price-viewer/@2026-09-16 21:28
STD-ADP-033,T2,A2,가격 미산출(0원) 상품 진단 리포트,작동,서희항,N,담당맞음,서희항,merged-owner_side,"merged.csv t49:181,t49:182,t49:184 owner_side/system=webadmin,widget","여러 시스템에 걸치나 담당은 한 사람(webadmin,widget)",https://huni-admin.printly.co.kr/admin/start-price/@2026-09-16 21:29
STD-ADP-034,T2,A1,수작 상품 등록,미실측,신우진,Y,재배정,서희항·최숙진,rule-step,"L3/legacy-normalized.json#F-111,IA-111,SCOPE-111 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:112 · docs/hun",사는 시스템 미확인 — 단계 A1 기본 담당과 불일치(약한 근거·실측 필요),"L3/legacy-normalized.json#F-111,IA-111,SCOPE-111 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:112 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A112:K112 || P1판정(260902): 수작 상품 등록은 셀러어드민 상품 등록 화면 소관 — 접속 보류로 확인 불가"
STD-ADP-035,T2,A1,디자인 상품 등록,작동,서희항,N,담당맞음,서희항,merged-owner_side,"merged.csv t49:135,t49:136,t49:138 owner_side/system=webadmin",,https://huni-admin.printly.co.kr/admin/design-md/@2026-09-16 21:33
STD-ADP-036,T2,A1,[구IA#59] 굿즈 카테고리관리,작동,서희항,N,담당맞음,서희항,merged-owner_side,"merged.csv t49:100,t49:99 owner_side/system=webadmin",,https://huni-admin.printly.co.kr/admin/category-master/@2026-09-16 21:28
STD-ADP-037,T2,A2,게시 위젯 가격 전수 대조(1차 최숙진 → 2차 김용기 → 3차 채훈희 승인),부분,최숙진,Y,재배정,서희항,merged-owner_side,merged.csv t49:316 owner_side/system=widget,그 일이 사는 곳=widget,후니정기미팅 정리260915.html §가격·템플릿 데이터 · 미결 1 / 후니-오픈잔여작업-실무진안내_260909.html §항목 1 · ④ 완료 기준
STD-ADO-001,T4,C5,주문 목록·검색·필터,작동,김동학,N,provided,최숙진,evidence-path,https://service.shopby.co.kr/order/list@2026-09-16 21:33,셀러어드민 기본 제공 기능이 이미 작동 — 개발 일 아님(확인·설정만),https://service.shopby.co.kr/order/list@2026-09-16 21:33
STD-ADO-002,T4,C5,주문 상세 조회(사양·파일·금액),부분,김동학,Y,재배정,서희항,manual-read,raw/webadmin/webadmin/catalog/models.py:1078-1093,TOrdOrders(t_ord_orders)·TOrdArtworks 가 webadmin 모델. 주문 상세의 사양·파일·금액 그릇이 webadmin 에 있다,raw/webadmin/webadmin/catalog/models.py:1081 TOrdArtworks(주문 원고) · raw/webadmin/webadmin/catalog/artwork_promote.py:1 tmp→order 승격
STD-ADO-003,T4,C5,주문 상태 변경(단건),부분,김동학,Y,재배정,서희항,manual-read,raw/webadmin/webadmin/catalog/models.py:1085,ord_sts(주문상태) 컬럼이 webadmin t_ord_orders. 단건 상태변경 화면은 webadmin 제네릭 admin,raw/webadmin/webadmin/catalog/models.py:1085 ord_sts(주문상태) 컬럼 + 제네릭 admin 편집
STD-ADO-004,T4,C5,주문 상태 일괄 변경,작동,김동학,N,provided,최숙진,evidence-path,https://service.shopby.co.kr/order/list@2026-09-16 21:33,셀러어드민 기본 제공 기능이 이미 작동 — 개발 일 아님(확인·설정만),https://service.shopby.co.kr/order/list@2026-09-16 21:33
STD-ADO-005,T4,C5,상태 변경 시 고객 알림 자동발송,미착수,김동학,Y,재배정,서희항·최숙진,rule-step,print-kb/wiki/policy/order-mgmt.md#OMG-03 · L4 사유: 알림톡/SMS 서비스 계약 자체가 미체결(X-SMS-CONTRACT) — 발송 배선 이전 단계,사는 시스템 미확인 — 단계 C5 기본 담당과 불일치(약한 근거·실측 필요),print-kb/wiki/policy/order-mgmt.md#OMG-03 · L4 사유: 알림톡/SMS 서비스 계약 자체가 미체결(X-SMS-CONTRACT) — 발송 배선 이전 단계
STD-ADO-006,T4,C5,주문서(작업지시서) 출력,미착수,김동학,Y,재배정,최숙진,merged-owner_side,"merged.csv t50:18,t50:27,t50:29 owner_side/system=mes",MES 현행 기능·생산 현장 운영 — 신규 개발이면 외부(MES 담당),print-quote/04_design/ia.md §2.3 SM-A-63 · L4 사유: 주문서(작업지시서) 출력 경로 부재
STD-ADO-007,T4,C5,고객 SMS/알림톡 수동 발송,작동,김동학,N,provided,최숙진,evidence-path,https://service.shopby.co.kr/order/list@2026-09-16 21:33,셀러어드민 기본 제공 기능이 이미 작동 — 개발 일 아님(확인·설정만),https://service.shopby.co.kr/order/list@2026-09-16 21:33
STD-ADO-008,T4,C4,파일 확인 처리(검판 판정),미착수,최숙진,Y,재배정,서희항,merged-owner_side,"merged.csv t50:133,t50:134 owner_side/system=pitstop",그 일이 사는 곳=pitstop,print-kb/wiki/policy/order-mgmt.md#OMG-02 · L4 사유: 원고 파일 승격(WA-052)은 있으나 검판 '판정'(합격·반려·사유) 화면이 없다. 파일 검수 기준 자체도 미확정(X-DEC-FILECHECK)
STD-ADO-009,T4,C4,재업로드 요청 발송,미착수,서희항,Y,담당맞음,서희항,rule-step,print-quote/04_design/ia.md §2.3 SM-A-62 · L4 사유: 재업로드 요청 발송 경로 부재(SMS 계약 종속),사는 시스템 미확인 — 단계 C4 기본 담당과 일치(약한 근거),print-quote/04_design/ia.md §2.3 SM-A-62 · L4 사유: 재업로드 요청 발송 경로 부재(SMS 계약 종속)
STD-ADO-010,T4,C4,검수 게이트 관리(G1 파일·G3 가공·G4 출고),미착수,최숙진,Y,담당맞음,최숙진,rule-step,print-kb/wiki/policy/order-mgmt.md#OMG-05 · L4 사유: 검수 게이트(G1 파일·G3 가공·G4 출고) 단계 관리가 기존 3개 분모 어디에도 없다. 근거출처=print-kb orde,사는 시스템 미확인 — 단계 C4 기본 담당과 일치(약한 근거),print-kb/wiki/policy/order-mgmt.md#OMG-05 · L4 사유: 검수 게이트(G1 파일·G3 가공·G4 출고) 단계 관리가 기존 3개 분모 어디에도 없다. 근거출처=print-kb order-mgmt.md#OMG-05 로 ia.md 오염 아님
STD-ADO-011,T4,C4,불량 판정·재작업 지시,미착수,최숙진,Y,담당맞음,최숙진,rule-step,print-kb/wiki/policy/operations.md#OPS-04 4단계 상태 · L4 사유: 불량 판정·재작업 지시가 기존 분모에 없다. 근거출처=print-kb operations.md#OPS-04 로 ,사는 시스템 미확인 — 단계 C4 기본 담당과 일치(약한 근거),print-kb/wiki/policy/operations.md#OPS-04 4단계 상태 · L4 사유: 불량 판정·재작업 지시가 기존 분모에 없다. 근거출처=print-kb operations.md#OPS-04 로 ia.md 오염 아님
STD-ADO-012,T4,C5,인쇄 공정 상태 트래킹,미착수,서희항,Y,재배정,최숙진,merged-owner_side,"merged.csv t50:21,t50:19,t50:20 owner_side/system=mes",MES 현행 기능·생산 현장 운영 — 신규 개발이면 외부(MES 담당),print-kb/wiki/policy/custom-dev.md#CST-08 · L4 사유: 생산정보 전달(주문→생산BOM)은 legacy 에 있으나 MES↔Front 통신 규격 미확정(X-MES-SPEC)
STD-ADO-013,T4,C5,작업 큐/일정 배정,미착수,최숙진,Y,담당맞음,최숙진,rule-step,print-quote/04_design/ia.md §2.3 TR-PROC 워크큐 · L4 사유: 작업 큐/일정 배정이 기존 분모에 없다. ★단 근거출처가 print-quote/04_design/ia.md(TR-PRO,사는 시스템 미확인 — 단계 C5 기본 담당과 일치(약한 근거),print-quote/04_design/ia.md §2.3 TR-PROC 워크큐 · L4 사유: 작업 큐/일정 배정이 기존 분모에 없다. ★단 근거출처가 print-quote/04_design/ia.md(TR-PROC 워크큐) — §4-1 오염 구역이라 '독립 발견'으로 세면 안 된다
STD-ADO-014,T4,C5,판걸이/임포지션 정보 산출,작동,서희항,N,담당맞음,서희항,evidence-path,https://huni-admin.printly.co.kr/admin/widget-builder/?prd=PRD_000069@2026-09-16 21:34,,https://huni-admin.printly.co.kr/admin/widget-builder/?prd=PRD_000069@2026-09-16 21:34
STD-ADO-015,T4,C5,생산 지시 데이터 연계(JDF/XJDF),미착수,서희항,Y,담당맞음,서희항,rule-step,print-kb/wiki/base/prepress-file.md#BPF-004 · L4 사유: 생산 지시 데이터 연계(JDF/XJDF)가 기존 분모에 없다. 근거출처=print-kb prepress-file.md#B,사는 시스템 미확인 — 단계 C5 기본 담당과 일치(약한 근거),print-kb/wiki/base/prepress-file.md#BPF-004 · L4 사유: 생산 지시 데이터 연계(JDF/XJDF)가 기존 분모에 없다. 근거출처=print-kb prepress-file.md#BPF-004 로 오염 아님
STD-ADO-016,T4,C5,바코드/라벨 출력,미착수,최숙진,Y,담당맞음,최숙진,rule-step,"print-quote/04_design/ia.md §2.3 TR-PROC-3 바코드 · L4 사유: 바코드/라벨 출력이 기존 분모에 없다. ★근거출처가 ia.md(TR-PROC-3) — 오염 구역, 독립 발견 아님",사는 시스템 미확인 — 단계 C5 기본 담당과 일치(약한 근거),"print-quote/04_design/ia.md §2.3 TR-PROC-3 바코드 · L4 사유: 바코드/라벨 출력이 기존 분모에 없다. ★근거출처가 ia.md(TR-PROC-3) — 오염 구역, 독립 발견 아님"
STD-ADO-017,T4,C5,외주 발주 등록·관리,미착수,최숙진,Y,담당맞음,최숙진,rule-step,print-kb/wiki/policy/operations.md#OPS-05 · L4 사유: 외주 발주 등록·관리가 기존 분모에 없다. 근거출처=print-kb operations.md#OPS-05 로 오염 아님,사는 시스템 미확인 — 단계 C5 기본 담당과 일치(약한 근거),print-kb/wiki/policy/operations.md#OPS-05 · L4 사유: 외주 발주 등록·관리가 기존 분모에 없다. 근거출처=print-kb operations.md#OPS-05 로 오염 아님
STD-ADO-018,T4,C5,외주 입고 전수검수 기록,미착수,최숙진,Y,담당맞음,최숙진,rule-step,print-kb/wiki/policy/operations.md#OPS-05 자체 전수검수 · L4 사유: 외주 입고 전수검수 기록이 기존 분모에 없다. 근거출처=print-kb operations.md#OPS-05 ,사는 시스템 미확인 — 단계 C5 기본 담당과 일치(약한 근거),print-kb/wiki/policy/operations.md#OPS-05 자체 전수검수 · L4 사유: 외주 입고 전수검수 기록이 기존 분모에 없다. 근거출처=print-kb operations.md#OPS-05 로 오염 아님
STD-ADO-019,T4,C5,외주 정산(월 마감),미착수,최숙진,Y,담당맞음,최숙진,rule-step,print-kb/wiki/policy/operations.md#OPS-05 · L4 사유: legacy 는 '굿즈 발주/정산 Excel' 까지만 있고 월마감 외주정산은 그 부분집합이 아니다 — 인접 legacy 가 ,사는 시스템 미확인 — 단계 C5 기본 담당과 일치(약한 근거),print-kb/wiki/policy/operations.md#OPS-05 · L4 사유: legacy 는 '굿즈 발주/정산 Excel' 까지만 있고 월마감 외주정산은 그 부분집합이 아니다 — 인접 legacy 가 있으므로 new 로 올리지 않고 todo 로 둔다
STD-ADO-020,T4,C6,송장 등록·일괄 업로드,작동,김동학,N,재배정,서희항,merged-owner_side,merged.csv t48:49 owner_side/system=webadmin,그 일이 사는 곳=webadmin,https://service.shopby.co.kr/order/list/delivery-prepare@2026-09-16 21:33
STD-ADO-021,T4,C6,출고 처리·배송중 전이,작동,김동학,N,재배정,서희항,merged-owner_side,merged.csv t48:50 owner_side/system=webadmin,그 일이 사는 곳=webadmin,https://service.shopby.co.kr/order/list/delivery-prepare@2026-09-16
STD-ADO-022,T3,D3,클레임 접수 목록·처리,작동,김동학,N,provided,최숙진,merged-owner_side,merged.csv t48:61 owner_side/system=shopby,셀러어드민 기본 제공 기능이 이미 작동 — 개발 일 아님(확인·설정만),https://service.shopby.co.kr/claim/list/cancel@2026-09-16 21:33
STD-ADO-023,T3,D3,환불 실행·정산 반영,부분,김동학,Y,재배정,최숙진,merged-owner_side,merged.csv t48:62 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),huni-shopby/01_research/order-to-delivery-contract.md §4.3 estimate·account · L4 사유: PG 계약 미체결로 결제수단이 ACCOUNT/NONE 뿐(SB-032 absent) — 환불 실행 경로가 성립하지 않음
STD-ADO-024,T5,D4,증빙서류 발급 관리,미착수,김동학,Y,재배정,최숙진,merged-owner_side,merged.csv t48:51 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),print-quote/04_design/ia.md §2.3 SM-A-66 · L4 사유: 고객측 증빙 화면은 정적 표 UI만(SB-053 stub)이고 발급 정책·팝빌 연동이 미결(X-TAXDOC)
STD-ADO-025,T4,C5,[구IA#86] 주문관리-인쇄/제본/굿즈 (상세),미실측,최숙진,Y,담당맞음,최숙진,rule-step,IA No.86 주문관리 상세 · 샵바이 주문관리(R1d) · webadmin 주문 화면 없음(t_ord_orders 0 @ 2026-09-16 21:32),사는 시스템 미확인 — 단계 C5 기본 담당과 일치(약한 근거),IA No.86 주문관리 상세 · 샵바이 주문관리(R1d) · webadmin 주문 화면 없음(t_ord_orders 0 @ 2026-09-16 21:32)
STD-ADO-026,T4,C5,[구IA#93] 주문상태변경 (일괄),미실측,최숙진,Y,담당맞음,최숙진,rule-step,IA No.93 주문상태 일괄변경 · 샵바이 주문 일괄처리(R1d),사는 시스템 미확인 — 단계 C5 기본 담당과 일치(약한 근거),IA No.93 주문상태 일괄변경 · 샵바이 주문 일괄처리(R1d)
STD-ADO-027,T5,D1,[구IA#94] 고객 SMS 발송,미실측,최숙진,Y,담당맞음,최숙진,merged-owner_side,merged.csv t48:36 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),IA No.94 고객 SMS 발송 · docs/huni/후니정기미팅 정리260915.html SMS 발신번호 인증 완료·충전 확인 필요
