axis,axis_name,row_id,track,step,title,status,verdict,owner_proposed,judged_by,prereq,evidence,axis_note
6,webadmin 운영화면·회원/정산 이관,STD-MFG-012,T4,C5,MES 품목코드 매핑 현황 목록 노출,미착수,담당맞음,서희항,evidence-path,—,order-to-mes-process.md §11 2단계 「목록에는 빠져 있어 현황 파악이 어려움」 || P1판정(260902): §11 2단계 「목록에는 빠져 있어 현황 파악이 어려움」,리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-MFG-114,T4,C6,한 주문에 다중 송장 부여,미착수,재배정,서희항,merged-owner_side,STD-MFG-029,후니프린팅_주문프로세스_20251001.pdf p.5 §05 출고 Pain point || P1판정(260902): auto-vs-human §4 G-9 「한 주문 1송장 → 여러 송장」 자동화 격차 — 미구현,리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-MFG-123,T4,C6,재출고 신규송장 부여(상품누락 추가발송·교환 재발송),미착수,재배정,서희항,merged-owner_side,—,[상위:STD-SHP-012] 후니프린팅_주문프로세스_20251001.pdf p.7 §07 재출고 || P1판정(260902): PDF p.7 §07 재출고 — 현행 수기 신규송장,리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-MFG-124,T4,C6,반품·교환 웹훅 기록만 하고 MES 작업 자동생성 안 함,미착수,담당맞음,서희항,merged-owner_side,STD-MFG-136,[상위:STD-ADO-022] order-to-mes-process.md §7.4 || P1판정(260902): §7.4 「반품·교환 웹훅은 기록만」 — 웹훅 수신함은 실재하나 클레임 분기 코드 0건,리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-MFG-125,T5,D1,파일 오류 재업로드 요청 알림톡 발송(자동·담당자 발),미착수,분할,서희항+최숙진,evidence-path,EXT-ALIMTALK;STD-MFG-128,[상위:STD-ART-018] order-to-mes-process.md §10 · 주문프로세스 PDF p.2 §02 || P1판정(260902): auto-vs-human §2.5 #67 「❌ 우리 몫 · 미구현」 · §11 4단계 미체크,리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-MFG-126,T5,D1,재업로드 접수 확인 알림,미착수,분할,서희항+최숙진,evidence-path,STD-MFG-125,[상위:STD-ART-018] order-to-mes-process.md §10 || P1판정(260902): §10 — 재업로드 접수 확인 알림 미구현,리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-MFG-127,T5,D1,편집상품 수정요청 알림(주문번호·편집번호·안내),미착수,분할,서희항+최숙진,evidence-path,EXT-ALIMTALK;STD-MFG-064,[상위:STD-SYS-006] 후니프린팅_주문프로세스_20251001.pdf p.2 §02 || P1판정(260902): auto-vs-human §2.5 #68 「❌ 우리 몫 · 미구현」,리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-MFG-128,T5,D1,알림톡 템플릿 사전 심사·승인 관리,미착수,재배정,서희항,evidence-path,EXT-ALIMTALK,[상위:STD-SYS-006] order-to-mes-process.md §10 실무 주의 || P1판정(260902): §10 실무 주의 「심사 기간 때문에 일정에 영향」 · §12-7 채널 미확정,리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-MFG-129,T5,D1,알림톡 발송 실패 시 SMS/LMS 자동 대체,미착수,분할,서희항+최숙진,evidence-path,STD-MFG-128,[상위:STD-SYS-006] order-to-mes-process.md §10 · §12-7 || P1판정(260902): §10 · §12-7 — SMS/LMS 대체 미구현,리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-MYP-009,T6,D5,기존 프린트머니 잔액 이관,미착수,재배정,서희항,merged-owner_side,EXT-OLDDB,print-kb/wiki/policy/mypage.md#MYP-02 · print-kb/wiki/policy/custom-dev.md#CST-04 · L4 사유: 돈 걸림. 컷오버 대사 불일치 시 즉시 NO-GO 게이트.,리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-ORD-027,T3,B7,오프라인 주문 별도 등록 경로,부분,재배정,서희항,evidence-path,—,raw/webadmin/webadmin/catalog/models.py:87 (TCusCustomers 모델만 · 전용 운영화면 urls.py 부재),리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-SHP-012,T4,C7,송장번호 등록(판매자),부분,재배정,서희항,merged-owner_side,—,F-140/SCOPE-140/IA-140 주문상태변경 처리(+문자) PARTIAL·미착수,리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-SHP-013,T4,C7,송장 기반 배송상태 일괄변경,부분,재배정,서희항,merged-owner_side,—,F-143/SCOPE-143/IA-143 주문상태변경(일괄) PARTIAL·미착수,리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-SYS-025,T5,E1,[구IA#44] 관리자 등록/관리,부분,재배정,서희항,evidence-path,—,https://huni-admin.printly.co.kr/admin/auth/user/ 4행 @ 2026-09-16 21:28 (webadmin 관리자) · 샵바이 운영자 등록은 셀러어드민(R1d),리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
6,webadmin 운영화면·회원/정산 이관,STD-SYS-026,T7,E4,오픈·안정화 후 유지보수 내부 인력 이관,미착수,담당맞음,서희항,rule-track,—,후니정기미팅 정리260915.html §개발 역할 분담 · 확정 2,리드 초안 5축 어디에도 들어가지 않는다 — webadmin 운영화면(주문·회원·거래처·알림)과 구 사이트 이관. 신설 제안 축.
