L0,L1,L2,process_id,process_name,step_no,step,row_id,기능,시스템,담당자,상태,원장판정,근거,cross,원장전용
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,연동,P31,가격 계산 결과 카트 주입 브리지,1,1. 가격 계산 결과 카트 주입 브리지,STD-SYS-009,가격 계산 결과 카트 주입 브리지,huni-mall,김동학,작동,담당맞음,https://shopby.huniprinting.co.kr/cart@2026-09-16 21:27,장바구니·주문(STD-ORD) 카드 — 담기 이후 흐름,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,연동(원장전용),P31,가격 계산 결과 카트 주입 브리지,2,2. 담기 전달값의 민감정보 비노출·서명 검증,STD-SYS-023,담기 전달값의 민감정보 비노출·서명 검증(계약 준수),huni-mall,김동학,미착수,담당맞음,L0/N3/ARCHITECTURE-v2.md §10 A-13 (토큰·원고 저장키·프로젝트 식별자 평문 노출) · §3.2 · §8 I-2,장바구니·주문(STD-ORD) 카드 — 담기 이후 흐름,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,연동,P32,원고 저장소·디자인 에디터 연동,1,1. 원고 저장소(스토리지) 연동,STD-SYS-010,원고 저장소(스토리지) 연동,webadmin,서희항,구현-미검증,재배정,WA-037 raw/webadmin/webadmin/config/urls.py:251 upload/presign · catalog/s3_artwork.py:208-280 · WA-052 catalog/artwork_promote.py:1,t64 생산·출고 카드 — 원고 검판(PitStop)·생산 투입,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,연동,P32,원고 저장소·디자인 에디터 연동,2,2. 디자인 에디터 외부 서비스 연동,STD-SYS-011,디자인 에디터 외부 서비스 연동,미정(외부),미정,부분,미정,WA-041 done — raw/webadmin/webadmin/config/urls.py:274-275 · catalog/edicus_lookup.py:214-260 · WA-047 done — catalog/edicus_views.py:278-674 / SB-020 stub — huni-skin-shopby/src/components/product/configurator-actions.tsx:170-176,t64 생산·출고 카드 — 원고 검판(PitStop)·생산 투입,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,연동,P33,본인인증·주소검색·배송추적 외부 연동,1,1. 본인인증 서비스 연동,STD-SYS-012,본인인증 서비스 연동,huni-mall,김동학,부분,재배정,SB-043 absent(grep 무결과) · L2 D-17 endpoint='(호출 지점 없음)',회원·인증(t62) · 배송(STD-SHP) 카드,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,연동,P33,본인인증·주소검색·배송추적 외부 연동,2,2. 우편번호/주소 검색 서비스 연동,STD-SYS-013,우편번호/주소 검색 서비스 연동,huni-mall,김동학,작동,담당맞음,https://shopby.huniprinting.co.kr/checkout/202609160243938684@2026-09-16 21:33,회원·인증(t62) · 배송(STD-SHP) 카드,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,연동,P33,본인인증·주소검색·배송추적 외부 연동,3,3. 택배사 배송추적 연동,STD-SYS-014,택배사 배송추적 연동,huni-mall,김동학,부분,담당맞음,huni-shopby/01_research/order-to-delivery-contract.md §2.1 deliveryCompanyType · L4 사유: 택배사 연동·송장·배송추적 경로 미확인. L2 연계서비스 18건에도 택배사 없음.,회원·인증(t62) · 배송(STD-SHP) 카드,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,연동,P34,고객 유입·전환 품질(분석·SEO·반응형·리다이렉트),1,1. 웹 로그/전환 분석 도구 연동,STD-SYS-015,웹 로그/전환 분석 도구 연동,huni-mall,김동학,미착수,담당맞음,[L4b보강] huni-skin-shopby/src 전역 gtag|GA4|googletagmanager|analytics grep 무결과,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,품질,P34,고객 유입·전환 품질(분석·SEO·반응형·리다이렉트),2,2. SEO 메타·사이트맵,STD-SYS-020,SEO 메타·사이트맵,huni-mall,김동학,미착수,담당맞음,[L4b보강] huni-skin-shopby/src 전역 sitemap|robots grep 무결과,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,품질,P34,고객 유입·전환 품질(분석·SEO·반응형·리다이렉트),3,3. 반응형/모바일 대응,STD-SYS-019,반응형/모바일 대응,huni-mall,김동학,미착수,담당맞음,print-story/02_capture/order-flow-steps.md §A 위젯 높이 2130px 실측 · L4 사유: new — 반응형은 전 화면 횡단 품질축이라 화면 단위 legacy 분모에 행이 없다. 근거 print-story 실측(오염 아님). L2 가 판정하지 않아 상태 미상.,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,품질,P34,고객 유입·전환 품질(분석·SEO·반응형·리다이렉트),4,4. 구 사이트 → 신규 사이트 URL 리다이렉트,STD-SYS-022,구 사이트 → 신규 사이트 URL 리다이렉트,huni-mall,김동학,미착수,담당맞음,print-kb/wiki/policy/membership-auth.md#MEM-01 마이그레이션 파생 · L4 사유: 구 URL 리다이렉트 맵·이전 사이트 종료 계획 미확인.,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,품질,P35,장애 모니터링·백업복구·서버 환경,1,1. 주문/결제 실패 모니터링·알림,STD-SYS-016,주문/결제 실패 모니터링·알림,webadmin,서희항,부분,재배정,WA-055 done — raw/webadmin/webadmin/catalog/abuse_log.py:1 · rate_alerts.py:61-75 (텔레그램 알림),,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,품질(원장전용),P35,장애 모니터링·백업복구·서버 환경,2,2. 전역 오류 화면(error·not-found·global-error) 부재,STD-SYS-044,전역 오류 화면(error.tsx·not-found.tsx·global-error.tsx) 부재 — Next 기본 404/500 노출,huni-mall,김동학,미착수,담당맞음,`find huni-skin-shopby/src/app -maxdepth 2 -name error.tsx|not-found.tsx|global-error.tsx` 0개 · 포크 huni-skin-next/src/app/{error·global-error·not-found}.tsx 존재,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,품질(원장전용),P35,장애 모니터링·백업복구·서버 환경,3,3. 운영 로그 구조화·요청 ID,STD-SYS-054,운영 console.error 24건·요청 ID 없는 진단 로그 → 구조화 로그·요청 ID 이식,huni-mall,김동학,미착수,담당맞음,`grep -rnE 'console\.(log|error|warn)' huni-skin-shopby/src` 24 · audit report.md:71 M2 · 포크 huni-skin-next/src/lib/observability/{logger·request-id}.ts(commit f692a43),,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,품질,P35,장애 모니터링·백업복구·서버 환경,4,4. 데이터 백업·복구 절차,STD-SYS-017,데이터 백업·복구 절차,인프라,서희항,미착수,재배정,print-kb/wiki/huni/load-path.md 적재 경로 안전장치 · L4 사유: DB 스냅샷·복구 리허설 미확인.,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,품질(원장전용),P35,장애 모니터링·백업복구·서버 환경,5,5. PitStop 서버 환경 확보,STD-SYS-031,PitStop 서버 환경 확보(Windows·RAM 16GB·AWS 별도 인스턴스),미정(외부),미정,미착수,미정,후니정기미팅 정리260915.html §PDF 프리플라이트 · 미결 2,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,품질(원장전용),P36,보안 강화(프록시 가드·XSS·CSP·개인정보),1,1. /api/shopby 범용 프록시 인증·경로 화이트리스트,STD-SYS-043,[보안 Critical] /api/shopby 서버(파트너) API 범용 프록시가 인증·경로 화이트리스트 없이 파트너 비밀 토큰 중계,huni-mall,김동학,미착수,담당맞음,huni-skin-shopby/src/app/api/shopby/[...path]/route.ts:20-30 가드 없음 · artifacts/audit/iteration-1/report.md:27-33 C1·35 H1 · 포크 huni-skin-next/src/lib/api/server/shopby-proxy-guard.ts(default-deny),,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,품질(원장전용),P36,보안 강화(프록시 가드·XSS·CSP·개인정보),2,2. 공지 본문·상품설명 HTML 무필터 렌더 — sanitize 적용,STD-SYS-046,공지 본문·상품설명 HTML 무필터 렌더(저장형 XSS 여지) — sanitize 적용,huni-mall,김동학,미착수,담당맞음,huni-skin-shopby/src/app/(main)/notice/[articleNo]/page.tsx:69 · src/components/product/configurator.tsx:77 dangerouslySetInnerHTML · audit report.md:77 M3 · 포크 huni-skin-next/src/lib/security/sanitize.ts,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,품질(원장전용),P36,보안 강화(프록시 가드·XSS·CSP·개인정보),3,3. 보안 응답 헤더/CSP,STD-SYS-047,보안 응답 헤더/CSP 부재(next.config.ts 에 headers() 없음),huni-mall,김동학,미착수,담당맞음,huni-skin-shopby/next.config.ts:1-17 headers 없음 · SPEC-TAKEOVER-001 spec.md:46 · 포크 M3(commit 348a8f4) CSP Report-Only,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,품질,P36,보안 강화(프록시 가드·XSS·CSP·개인정보),4,4. 개인정보 보관·파기 정책 적용,STD-SYS-018,개인정보 보관·파기 정책 적용,huni-mall,김동학,작동,담당맞음,https://shopby.huniprinting.co.kr/privacy@2026-09-16 21:27,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,품질(원장전용),P37,코드베이스 정비·포크 처리·CI·문서,1,1. huni-skin-next 포크 처리 결정(선별 이식 vs 폐기),STD-SYS-050,huni-skin-next 포크(SPEC-TAKEOVER-001 M0~M7·20커밋·remote 없음) 처리 결정 — 원본 main 에 선별 이식 vs 폐기,결정(PM),신우진+김동학,미착수,분할,huni-skin-shopby/.git/info/exclude:7 `huni-skin-next/` · huni-skin-next `git remote` 0 · `git log 0f65b32..HEAD` 20 · 원본 9/10~9/15 4커밋 미반영,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,품질(원장전용),P37,코드베이스 정비·포크 처리·CI·문서,2,2. 회귀 테스트 0개·CI 없음 — 포크 테스트·ci.yml 이식,STD-SYS-048,회귀 테스트 0개·CI 없음 — 포크의 특성화 테스트(14파일·108케이스)·ci.yml 이식,huni-mall,김동학,미착수,담당맞음,`find huni-skin-shopby/src -name '*.test.*'` 0 · .github/workflows/ 에 label-sync.yml 만 · 포크 huni-skin-next: 14 test files·.github/workflows/ci.yml(commit ed448b7·77b43cd),,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,품질(원장전용),P37,코드베이스 정비·포크 처리·CI·문서,3,3. 환경변수 정합(코드 vs .env.example vs push 스크립트),STD-SYS-052,환경변수 정합 — 코드 참조 vs .env.example vs vercel-env-push.sh 불일치(HUNI_WIDGET_SITE_KEY·SHOPBY_NOTICE_BOARD_NO 예시 누락 · DEMO_AUTH_* 미사용 · GRAPHQL 2종 잔존),huni-mall,김동학,미착수,담당맞음,huni-skin-shopby/.env.example(21키) · scripts/vercel-env-push.sh(GRAPHQL_BRIDGE_SECRET·NEXT_PUBLIC_GRAPHQL_ENDPOINT) · src/lib/api/server/board.ts:14 · 포크 t10 commit 8ff573a,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,품질(원장전용),P37,코드베이스 정비·포크 처리·CI·문서,4,4. Prisma 로컬 DB 존폐(소비자 0),STD-SYS-053,Prisma 로컬 DB(23테이블·DATABASE_URL) 존폐 — 코드 소비자 0(src/lib/prisma.ts 만),huni-mall,김동학,미착수,담당맞음,`grep -rn '@/lib/prisma' huni-skin-shopby/src` 0(정의 파일 제외) · prisma/README.md:3 · package.json postinstall `prisma generate` · SPEC-TAKEOVER-001 U-6,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,품질(원장전용),P37,코드베이스 정비·포크 처리·CI·문서,5,5. 미병합 로컬 브랜치·워크트리 7개 정리,STD-SYS-051,미병합 로컬 브랜치·워크트리 7개 정리(WT-* 6 + release/0.2.0) — 유효 변경 유무 확인 후 삭제,huni-mall,김동학,미착수,담당맞음,`git -C huni-skin-shopby branch --no-merged main` 7개 · `git worktree list` .claude/worktrees/{t1·t2·t3·t9·t10·t11·release-0.2.0},,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),정보·콘텐츠,품질(원장전용),P37,코드베이스 정비·포크 처리·CI·문서,6,6. 저장소 문서 stale 정비(docs/api README),STD-INF-013,저장소 문서 stale 정비 — docs/api/README 「코드는 아직 backend API 기준」·frontend README 「서버 확정 시 기입」·연동 현황 보고서(9/2) 갱신,huni-mall,김동학,미착수,담당맞음,huni-skin-shopby/docs/api/README.md:16-17 · docs/api/frontend/README.md:5-7 · artifacts/shopby-integration-status-report.md:6(2026-09-02 기준),,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,품질(원장전용),P37,코드베이스 정비·포크 처리·CI·문서,7,7. 오픈·안정화 후 유지보수 내부 인력 이관,STD-SYS-026,오픈·안정화 후 유지보수 내부 인력 이관,결정(PM),서희항,미착수,담당맞음,후니정기미팅 정리260915.html §개발 역할 분담 · 확정 2,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,결정(원장전용),P38,런칭 범위·조직·일정 결정,1,1. 사이트 전체 화면·절차 설계(버튼 동작·결제 단계·비용 정리 후 컨펌),STD-SYS-033,사이트 전체 화면·절차 설계(버튼 동작·결제 단계 기능 가능 여부·비용 정리 후 컨펌),결정(PM),신우진,미착수,담당맞음,후니정기미팅 정리260915.html §일정·설계 · 미결 2,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,결정(원장전용),P38,런칭 범위·조직·일정 결정,2,2. 오픈 목표일 확정 + 2주 테스트 시나리오,STD-SYS-032,오픈 목표일 확정 + 2주 테스트 시나리오,결정(PM),채훈희,부분,담당맞음,후니정기미팅 정리260915.html §일정·설계 · 미결 1 / 후니-오픈잔여작업-실무진안내_260909.html §항목 6 · ④ 완료 기준,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,결정(원장전용),P38,런칭 범위·조직·일정 결정,3,3. webadmin 영역 분리(쇼핑몰 관리자 영역 / DB·생산 영역),STD-SYS-028,webadmin 영역 분리(쇼핑몰 관리자 영역 / DB·생산 영역),결정(PM),신우진,미착수,담당맞음,후니정기미팅 정리260915.html §개발 역할 분담 · 미결 1,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),시스템·플랫폼,결정(원장전용),P38,런칭 범위·조직·일정 결정,4,4. 기술 책임 총괄 = CTO 서희항(확정 사실 기록),STD-SYS-027,기술 책임 총괄 = CTO 서희항 대표,기록,—,미착수,불필요,후니정기미팅 정리260915.html §개발 역할 분담 · 확정 3,,Y
