row_id,data_role,track,step,title,std_ids,owner_name,target_date,effort_lb_days,week_plus_cnt,undetermined_cnt,nondev_cnt,open_rows,date_basis,evidence,check_method,prereq,status,data_owner,data_work,api_path,api_evidence,forced_by_impl,api_basis,wait_target,irreversible,note,source
STD-MYP-029,detail,T6,D5,입금 확인 자동화 — 가상계좌 DEPOSIT_CALLBACK 웹훅 수신→자동 충전,STD-MYP-029,미정,,,,,,,,후니정기미팅 정리260915.html §프린팅머니 · 확정 9(「입금 확인은 가상계좌 입금 알림으로 자동 처리」까지) · DEPOSIT_CALLBACK 명칭 출처: _workspace/huni-shopby/17_prepaid-money/prepaid-money-design-260915.md:316,테스트 입금 1건에 대해 수동 조작 없이 프린트머니 잔액이 자동 증가하면 완료,STD-MYP-028,미착수,huni,dev,none,샵바이 비경유,,D5 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=2-3일,ledger-v4
STD-MYP-030,detail,T3,D2,"편집 디자인 보관함 — 편집 종료 후 보관, 장바구니 담기 전까지 수정 가능",STD-MYP-030,김동학,,,,,,,,후니정기미팅 정리260915.html §디자인 상품·편집기·보관함 · 확정 7 / 후니-오픈잔여작업-실무진안내_260909.html §항목 11 · ④ 완료 기준,편집이 덜 끝난 상품을 보관함에 넣고(결제 금액에서 제외됨) 편집 완료 후 「장바구니로 옮기기」를 하면 상품·옵션·금액이 그대로 유지된 채 옮겨지면 완료,STD-ART-024,부분,huni,dev,none,샵바이 비경유,,사람 판정 260917 — 편집 보관함 — Edicus,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=2-3일,ledger-v4
STD-MYP-031,detail,T3,D2,보관함 저장 시점 결정(저장 버튼 vs 편집 종료 시 자동),STD-MYP-031,신우진,,,,,,,,후니정기미팅 정리260915.html §디자인 상품·편집기·보관함 · 미결 2,저장 시점이 둘 중 하나로 정해져 개발 전달 문서에 남으면 완료,STD-MYP-030,미착수,huni,dev,none,샵바이 비경유,,D2 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=이슈),ledger-v4
STD-MYP-032,detail,T3,D2,편집 후 장바구니를 누르지 않고 이탈한 고객 안내 방법,STD-MYP-032,최숙진,,,,,,,,후니정기미팅 정리260915.html §디자인 상품·편집기·보관함 · 미결 3,이탈 고객 안내 방식(화면 문구 또는 알림)이 정해져 기록되면 완료,STD-MYP-030,미착수,huni,dev,none,샵바이 비경유,,사람 판정 260917 — 편집 이탈 안내 — Edicus,,,분류=이슈 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=이슈),ledger-v4
STD-MYP-033,detail,T3,D2,보관함을 일반 상품까지 확대할지 여부,STD-MYP-033,신우진,,,,,,,,후니정기미팅 정리260915.html §디자인 상품·편집기·보관함 · 미결 6,일반 상품 확대 여부가 결정되어 기록되면 완료,STD-MYP-030,미착수,huni,dev,none,샵바이 비경유,,D2 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=오픈 무관 · 작업량=반일 · 소요 미합산(분류=이슈),ledger-v4
STD-MYP-034,detail,T5,D4,증빙 신청 탭 3개(신청 가능 / 신청 완료 / 신용카드 결제),STD-MYP-034,김동학,,,,,,,,후니정기미팅 정리260915.html §증빙서류 · 확정 3,마이페이지 증빙서류 화면에 탭 3개가 보이고 각 탭에 해당 결제 건만 담기면 완료,STD-MYP-014,미착수,huni,dev,shop-api,order-shop-public.endpoints.json GET /profile/orders/{orderNo}/specifications,,D4∈구간집합 · 규칙 /거래명세|증빙|영수증/,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=2-3일,ledger-v4
STD-MYP-035,detail,T5,D4,현금 결제 건만 신청 대상 — 세금계산서·현금영수증 중 택1,STD-MYP-035,김동학,,,,,,,,후니정기미팅 정리260915.html §증빙서류 · 확정 4,현금 결제 건에서만 세금계산서/현금영수증 선택이 가능하고 둘 중 하나만 고를 수 있으면 완료,STD-MYP-034,미착수,huni,dev,shop-api,order-shop-public.endpoints.json POST /profile/orders/{orderNo}/cashReceipt,,D4∈구간집합 · 규칙 /현금영수증/,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=1일,ledger-v4
STD-MYP-036,detail,T5,D4,카드 결제 건·발행 완료 건은 목록에 보이되 비활성+사유 표시,STD-MYP-036,김동학,,,,,,,,후니정기미팅 정리260915.html §증빙서류 · 확정 5,신용카드 결제 탭의 건이 선택 불가 상태로 보이고 사유 문구가 함께 표시되면 완료,STD-MYP-034,미착수,huni,dev,shop-api,order-shop-public.endpoints.json GET /profile/orders/{orderNo}/specifications,,D4∈구간집합 · 규칙 /거래명세|증빙|영수증/,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=반일,ledger-v4
STD-MYP-037,detail,T5,D4,프린트머니 증빙 발행 규칙 — 충전 시 충전액·주문 시 실결제액·환불 시 마이너스 계산서,STD-MYP-037,김동학,,,,,,,,후니정기미팅 정리260915.html §증빙서류 · 확정 7,충전 1건·머니 사용 주문 1건·환불 1건 각각에 대해 발행 금액이 규칙대로 나오면 완료,STD-MYP-007;STD-MYP-038,미착수,huni,dev,none,샵바이 비경유,,사람 판정 260917 — 증빙 규칙 정책 행,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=2-3일,ledger-v4
STD-MYP-038,detail,T5,D4,프린트머니 증빙 발행 시점 세무 확인(충전 시 vs 사용 시),STD-MYP-038,미정,,,,,,,,후니정기미팅 정리260915.html §증빙서류 · 미결 1,세무 확인 결과가 「충전 시」 또는 「사용 시」 중 하나로 문서에 남으면 완료,—,미착수,huni,dev,none,샵바이 비경유,,사람 판정 260917 — 세무 판단 행,,,분류=이슈 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=이슈),ledger-v4
STD-MYP-039,detail,T5,D4,세금계산서 API 자동 발행 여부 결정,STD-MYP-039,최숙진,,,,,,,,후니정기미팅 정리260915.html §증빙서류 · 미결 2,자동 발행 도입 여부가 결정되어 기록되면 완료,STD-ADO-024,미착수,huni,dev,none,샵바이 비경유,,D4 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=이슈),ledger-v4
STD-MYP-040,detail,T3,D2,마이페이지 9개 메뉴 점검·판정표 + 프린트머니 범위 결정,STD-MYP-040,최숙진,,,,,,,,후니정기미팅 정리260915.html §일정·설계 · 미결 3 / 후니-오픈잔여작업-실무진안내_260909.html §항목 4 · ④ 완료 기준,"아홉 메뉴 각각에 「그대로 둔다 / 보완한다 / 뺀다」 판정이 담긴 목록이 한 장 완성되고, 프린트머니 포함 여부와 1차 기능 범위가 기록되면 완료",STD-MYP-041,부분,huni,dev,none,샵바이 비경유,,D2 · 매칭 규칙 없음,,,분류=검증 · 오픈차단여부=작업 항목 · 작업량=1일 · 소요 미합산(분류=검증),ledger-v4
STD-MYP-041,detail,T6,D5,프린트머니 화면 피그마 부재·명칭 미정(「마이 포인트」 등),STD-MYP-041,최숙진,,,,,,,,후니정기미팅 정리260915.html §일정·설계 · 미결 4,고객에게 보일 메뉴 명칭이 확정되고 해당 화면 시안이 피그마에 존재하면 완료,—,미착수,huni,dev,none,샵바이 비경유,,D5 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=이슈),ledger-v4
STD-MYP-042,detail,T6,D5,프린트머니 구현 M0 — 어드민 설정 + 충전권 상품 6종 + 실측 V1~V8,STD-MYP-042,미정,,,,,,,,_workspace/huni-shopby/17_prepaid-money/prepaid-money-design-260915.md:288,샵바이 셀러어드민에 적립금 설정·충전권 상품 6종이 등록되고 V1~V8 실측 결과가 기록되면 완료,STD-MYP-022,미착수,huni,dev,none,샵바이 비경유,,D5 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=2-3일,ledger-v4
STD-MYP-043,detail,T6,D5,프린트머니 구현 M1 — webadmin t_pm_charge_txn + 감지·지급 잡(폴링) + 웹훅 신호 연결,STD-MYP-043,미정,,,,,,,,_workspace/huni-shopby/17_prepaid-money/prepaid-money-design-260915.md:289,입금 신호 1건에 대해 t_pm_charge_txn 행이 생기고 잔액이 지급되면 완료,STD-MYP-042,미착수,huni,dev,none,샵바이 비경유,,D5 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=1주+,ledger-v4
STD-MYP-044,detail,T6,D5,프린트머니 구현 M2 — 스킨 충전 화면 배선(useChargePoint → 충전권 주문서),STD-MYP-044,미정,,,,,,,,_workspace/huni-shopby/17_prepaid-money/prepaid-money-design-260915.md:290,스킨 충전 화면에서 충전 금액을 고르면 충전권 주문서로 넘어가면 완료,STD-MYP-042,미착수,huni,dev,none,샵바이 비경유,,D5 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=2-3일,ledger-v4
STD-MYP-045,detail,T6,D5,프린트머니 구현 M3 — 체크아웃 전액결제 분기,STD-MYP-045,미정,,,,,,,,_workspace/huni-shopby/17_prepaid-money/prepaid-money-design-260915.md:291,프린트머니 잔액으로 전액 결제되는 주문 1건이 PG 창 없이 완료되면 완료,STD-MYP-042,미착수,huni,dev,none,샵바이 비경유,,D5 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=2-3일,ledger-v4
STD-MYP-046,detail,T6,D5,프린트머니 구현 M4 — 충전 취소/환불 처리 + 운영 화면(txn 목록·재시도),STD-MYP-046,미정,,,,,,,,_workspace/huni-shopby/17_prepaid-money/prepaid-money-design-260915.md:292,충전 1건을 취소해 잔액이 원복되고 운영 화면의 txn 목록에서 그 이력이 보이면 완료,STD-MYP-042,미착수,huni,dev,none,샵바이 비경유,,D5 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=2-3일,ledger-v4
STD-MYP-047,detail,T6,D5,프린트머니 구현 M5 — 구 잔액 마이그레이션 시드 실행(260630 스펙),STD-MYP-047,미정,,,,,,,,_workspace/huni-shopby/17_prepaid-money/prepaid-money-design-260915.md:293,P-G1 합계 대사(Σ이관 = Σ스냅샷)가 일치하고 샘플 1:1 검증이 통과하면 완료,STD-MYP-042,미착수,huni,dev,none,샵바이 비경유,,D5 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=1주+,ledger-v4
STD-MYP-048,detail,T6,D5,프린트머니 구현 M6 — PG 계약 후 카드 충전 활성(코드 변경 없이 availablePayTypes 로 자동),STD-MYP-048,미정,,,,,,,,_workspace/huni-shopby/17_prepaid-money/prepaid-money-design-260915.md:294,availablePayTypes 에 카드가 추가되어 충전 화면에 카드 결제가 노출되면 완료,STD-MYP-042,미착수,huni,dev,none,샵바이 비경유,,D5 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=반일,ledger-v4
STD-MYP-049,detail,T6,D5,"프린트머니 결정 요청 — 충전 단위·최소/최대(현 화면 6종 10,000~500,000) 유지 여부",STD-MYP-049,지니,,,,,,,,_workspace/huni-shopby/17_prepaid-money/prepaid-money-design-260915.md:299,충전 단위 6종의 유지/변경이 결정되어 기록되면 완료,STD-MYP-022,미착수,huni,dev,none,샵바이 비경유,,D5 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=이슈),ledger-v4
STD-MYP-050,detail,T6,D5,프린트머니 결정 요청 — 일부 사용 후 충전 취소 정책(불가 vs 미사용분 부분 환불),STD-MYP-050,지니,,,,,,,,_workspace/huni-shopby/17_prepaid-money/prepaid-money-design-260915.md:300,두 안 중 하나가 선택되어 약관·설계 문서에 반영되면 완료,STD-MYP-022,미착수,huni,dev,none,샵바이 비경유,,D5 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=이슈),ledger-v4
STD-MYP-051,detail,T6,D5,프린트머니 결정 요청 — 원장 소유 결정 A(샵바이 적립금) vs B′(후니 원장+외부포인트 연동),STD-MYP-051,지니,,,,,,,,_workspace/huni-shopby/17_prepaid-money/prepaid-money-design-260915.md:303,A/B′ 중 하나가 선택되어 설계 문서의 목표 아키텍처가 그 안으로 확정되면 완료,STD-MYP-022,미착수,huni,dev,none,샵바이 비경유,,사람 판정 260917 — 원장 소유 결정 행,,,분류=이슈 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=이슈),ledger-v4
STD-MYP-052,detail,T6,D5,프린트머니 결정 요청 — 충전 전용 입금계좌 분리 여부 · 과입금·부분입금 정책,STD-MYP-052,지니,,,,,,,,_workspace/huni-shopby/17_prepaid-money/prepaid-money-design-260915.md:306,입금계좌 분리 여부와 과입금·부분입금 처리 규칙이 문서에 적히면 완료,STD-MYP-022,미착수,huni,dev,none,샵바이 비경유,,D5 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=이슈),ledger-v4
STD-MYP-053,detail,T6,D5,테스트몰 실측 12항(전액결제 payType 조합·expireYmd 생략·externalKey 유일성·웹훅 페이로드 등),STD-MYP-053,미정,,,,,,,,_workspace/huni-shopby/HANDOFF.md:16,12항 각각에 실측 결과(값 또는 실패 사유)가 기록되면 완료,STD-MYP-042,미착수,huni,dev,none,샵바이 비경유,,D5 · 매칭 규칙 없음,,,분류=검증 · 오픈차단여부=작업 항목 · 작업량=2-3일 · 소요 미합산(분류=검증),ledger-v4
STD-MYP-054,detail,T6,D5,마이포인트(/mypage/point·shopby 적립금)와 프린팅머니(/mypage/money·UI 전용) 메뉴 중복 정리 — 노출 메뉴·명칭 확정,STD-MYP-054,신우진,,,,,,,,huni-skin-shopby/src/components/mypage/mypage-shared.tsx:14-15 NAV 두 항목 · commit 2092b12,마이페이지 왼쪽 메뉴에 포인트/프린팅머니 항목이 하나만 보이고 나머지 경로는 그 항목으로 이동한다,STD-MYP-007,미착수,huni,dev,none,샵바이 비경유,,D5 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=이슈),ledger-v4
STD-PRM-001,detail,T3,D2,신규회원 쿠폰 자동발행,STD-PRM-001,최숙진,,,,,,,,print-kb/wiki/policy/coupon.md#CPN-01 · L4 사유: 돈 걸림(F-156). 자동발행 트리거 L2 무근거.,테스트 계정으로 가입한 직후 마이쿠폰에 신규회원 쿠폰이 보이면 완료.,—,미착수,huni,config,none,샵바이 비경유,,D2 · 매칭 규칙 없음,,,분류=설정 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=설정),ledger-v4
STD-PRM-002,detail,T3,D2,리뷰 작성 보상 쿠폰 발행,STD-PRM-002,김동학,,,,,,,,print-kb/wiki/policy/coupon.md#CPN-02 · L4 사유: new — 리뷰 보상 쿠폰은 legacy 3원 어디에도 없음. 근거 print-kb/coupon.md#CPN-02(ia.md 오염 아님).,샵바이 셀러어드민 > 프로모션 메뉴에서 「리뷰 작성 보상 쿠폰 발행」 설정을 확인하고 신규몰 테스트 계정에서 결과가 보이면 완료.,STD-PAY-007,미착수,nhn,config,admin-manual,해당 엔드포인트 없음 (셀러어드민 화면으로만 제공),N,사람 판정 260917 — 리뷰 작성 보상은 셀러어드민 리뷰 적립 설정,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=2-3일,ledger-v4
STD-PRM-003,detail,T3,D2,재구매 쿠폰 발행,STD-PRM-003,김동학,,,,,,,,print-kb/wiki/policy/coupon.md#CPN-03 · L4 사유: new — 재구매 쿠폰 미수록. 근거 print-kb/coupon.md#CPN-03(오염 아님).,샵바이 셀러어드민 > 프로모션 메뉴에서 「재구매 쿠폰 발행」 설정을 확인하고 신규몰 테스트 계정에서 결과가 보이면 완료.,—,미착수,huni,dev,none,샵바이 비경유,,D2 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=2-3일,ledger-v4
STD-PRM-004,detail,T3,D2,회원등급(VIP) 쿠폰 발행,STD-PRM-004,최숙진,,,,,,,,print-kb/wiki/policy/coupon.md#CPN-04 · L4 사유: 회원등급(STD-MEM-018) 종속. 돈 걸림.,셀러어드민 > 쿠폰에 등급 대상 쿠폰이 있고 VIP 계정 마이쿠폰에 보이면 완료.,STD-MEM-018,미착수,huni,config,none,샵바이 비경유,,D2 · 매칭 규칙 없음,,,분류=설정 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=설정),ledger-v4
STD-PRM-005,detail,T3,D2,쿠폰 동시사용 개수 제한,STD-PRM-005,김동학,,,,,,,,SB-029 done — huni-skin-shopby/src/lib/api/hooks/use-order-coupons.ts:34 (최대할인 계산),샵바이 셀러어드민 > 프로모션 메뉴에서 「쿠폰 동시사용 개수 제한」 설정을 확인하고 신규몰 테스트 계정에서 결과가 보이면 완료.,—,부분,nhn,config,admin-manual,해당 엔드포인트 없음 (셀러어드민 화면으로만 제공),N,사람 판정 260917 — 쿠폰 동시사용 제한은 셀러어드민 쿠폰 설정,,,분류=수정 · 오픈차단여부=작업 항목 · 작업량=1일,ledger-v4
STD-PRM-006,detail,T3,D2,쿠폰 유효기간 관리,STD-PRM-006,최숙진,,,,,,,,print-kb/wiki/policy/coupon.md#CPN-06 · L4 사유: 쿠폰 발행·유효기간 관리 화면 L2 무근거(F-126 돈·L).,셀러어드민 > 쿠폰 등록 시 유효기간을 넣고 마이쿠폰에 「~YYYY.MM.DD」가 보이면 완료.,—,미착수,huni,config,none,샵바이 비경유,,D2 · 매칭 규칙 없음,,,분류=설정 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=설정),ledger-v4
STD-PRM-007,detail,T3,D2,장바구니/주문서 쿠폰 적용,STD-PRM-007,김동학,,,,,,,,huni-skin-shopby/src/lib/api/hooks/use-order-coupons.ts:34,회원 주문서에서 쿠폰을 선택하면 할인 금액이 총액에서 빠지면 완료.,—,부분,huni,dev,shop-api,order-shop-public.endpoints.json GET /cart,,D2∈구간집합 · 규칙 /장바구니|/cart|카트/,,,분류=검증 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=검증),ledger-v4
STD-PRM-008,detail,T3,D2,리뷰 삭제 시 보상 회수,STD-PRM-008,김동학,,,,,,,,print-kb/wiki/policy/review.md#RVW-03 · L4 사유: new — 리뷰 삭제 시 보상 회수 규칙 미수록. 근거 print-kb/review.md#RVW-03(오염 아님).,샵바이 셀러어드민 > 프로모션 메뉴에서 「리뷰 삭제 시 보상 회수」 설정을 확인하고 신규몰 테스트 계정에서 결과가 보이면 완료.,STD-PRM-002,미착수,nhn,config,admin-manual,해당 엔드포인트 없음 (셀러어드민 화면으로만 제공),N,사람 판정 260917 — 리뷰 삭제 시 보상 회수는 셀러어드민 적립 설정,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=2-3일,ledger-v4
STD-PRM-009,detail,T3,D2,사진 리뷰 추가 보상,STD-PRM-009,김동학,,,,,,,,https://service.shopby.co.kr/accumulation/setting@2026-09-16 21:33,샵바이 셀러어드민 > 프로모션 메뉴에서 「사진 리뷰 추가 보상」 설정을 확인하고 신규몰 테스트 계정에서 결과가 보이면 완료.,STD-PAY-007,작동,nhn,config,admin-manual,해당 엔드포인트 없음 (셀러어드민 화면으로만 제공),N,사람 판정 260917 — 사진 리뷰 추가 보상은 셀러어드민 적립 설정,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=2-3일,ledger-v4
STD-PRM-010,detail,T3,A5,기획전/할인 이벤트 페이지,STD-PRM-010,김동학,,,,,,,,SB-001 partial — huni-skin-shopby/src/lib/legacy-data/hooks.ts:352-360 (프로모 데이터원 legacy mock 빈배열),https://shopby.huniprinting.co.kr/ 홈 「프로모션 ZONE」 배너를 누르면 기획전 페이지가 열리고 할인 상품이 보이면 완료.,—,미착수,huni,dev,shop-api,display-shop-public.endpoints.json GET /display/banners/{bannerSectionCodes},,A5∈구간집합 · 규칙 /배너|기획전|팝업/,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=2-3일,ledger-v4
STD-PRM-011,detail,T3,D2,체험단 모집·신청·당첨·후기,STD-PRM-011,신우진,,,,,,,,print-kb/wiki/policy/custom-dev.md#CST-05 · L4 사유: 체험단 native 지원 범위 미확인. 3차 후보.,"PM이 체험단 기능을 10/6 범위에 넣을지 정하고(넣으면 신규 개발 1주+), 결정 문장 1줄과 결정일(YYYY-MM-DD)이 `R/R3/decisions-for-pm.md` §A-1(오픈 범위) 의 STD-PRM-011 줄에 기재되어 있으면 완료 (기록처: 모범 STD-SYS-027 형식).",—,미착수,huni,dev,none,샵바이 비경유,,사람 판정 260917 — 원장 결정형 행(체험단),,,분류=이슈 · 오픈차단여부=작업 항목 · 작업량=1주+ · 소요 미합산(분류=이슈),ledger-v4
STD-PRM-012,detail,T5,D1,알림톡/SMS 마케팅 발송,STD-PRM-012,김동학,,,,,,,,print-kb/wiki/policy/membership-auth.md#MEM-02 알림톡 계약 필요 · L4 사유: 알림톡/SMS 계약 미체결 — 1차 영향·조기 필요.,샵바이 셀러어드민 > 프로모션 메뉴에서 「알림톡/SMS 마케팅 발송」 설정을 확인하고 신규몰 테스트 계정에서 결과가 보이면 완료.,—,미착수,huni,dev,none,샵바이 비경유,,D1 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=2-3일,ledger-v4
STD-PRM-013,detail,T5,D1,이메일 뉴스레터 발송,STD-PRM-013,김동학,,,,,,,,print-quote/04_design/ia.md §2.1 고객센터 파생 · L4 사유: new(★ia.md 오염) — 근거출처가 print-quote/04_design/ia.md 파생이라 §4-1 상 「독립 발견」으로 신뢰하면 과대평가. 후니 IA 계보 안에서 파생된 항목.,샵바이 셀러어드민 > 프로모션 메뉴에서 「이메일 뉴스레터 발송」 설정을 확인하고 신규몰 테스트 계정에서 결과가 보이면 완료.,STD-SYS-040,미착수,huni,dev,none,샵바이 비경유,,D1 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=2-3일,ledger-v4
STD-PRM-014,detail,T5,D1,마케팅 수신동의 관리,STD-PRM-014,김동학,,,,,,,,https://shopby.huniprinting.co.kr/signup@2026-09-16 21:27,https://shopby.huniprinting.co.kr/signup 에서 마케팅 수신 SMS/이메일 체크가 각각 되면 완료(마이페이지 변경은 별도 확인).,—,작동,huni,dev,none,샵바이 비경유,,D1 · 매칭 규칙 없음,,,분류=검증 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=검증),ledger-v4
STD-PRM-015,detail,T3,A5,(IA r59 기능명 공란),STD-PRM-015,신우진,,,,,,,,docs/huni/후니프린팅_IA.xlsx:IA 확인!r59 (기능명 없음),PM이 IA 59행의 기능명을 채우거나 삭제하면 완료.,—,미실측,huni,dev,none,샵바이 비경유,,A5 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=미판정 · 작업량=미판정 · 소요 미합산(분류=이슈),ledger-v4
STD-PRM-016,detail,T3,D2,이용후기 메인(전체 리뷰 모아보기),STD-PRM-016,신우진,,,,,,,,https://shopby.huniprinting.co.kr/ @ 2026-09-16 21:26,PM 결정 후 홈 또는 메뉴에 「이용후기」가 있고 전체 리뷰가 모여 보이면 완료.,—,미착수,huni,dev,shop-api,display-shop-public.endpoints.json POST /products/{productNo}/product-reviews,,D2∈구간집합 · 규칙 /리뷰|후기/,,,분류=이슈 · 오픈차단여부=작업 항목 · 작업량=2-3일 · 소요 미합산(분류=이슈),ledger-v4
STD-PRM-017,detail,T3,D2,[구IA#71] 체험단관리 (등록/수정/신청내역),STD-PRM-017,신우진,,,,,,,,IA No.71 체험단관리 · 신규 어디에도 없음 @ 2026-09-16 21:28,"체험단을 1차 범위에서 뺄지 결정하고, 결정 문장 1줄과 결정일(YYYY-MM-DD)이 `R/R3/decisions-for-pm.md` §A-1(오픈 범위) 의 STD-PRM-017 줄에 기재되어 있으면 완료 (기록처: 모범 STD-SYS-027 형식).",—,미실측,huni,dev,none,샵바이 비경유,,D2 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=오픈 무관 · 작업량=반일 · 소요 미합산(분류=이슈),ledger-v4
STD-PRM-018,detail,T3,D2,[구IA#76] 쿠폰관리 (발행/매칭/사용내역),STD-PRM-018,최숙진,,,,,,,,IA No.76 쿠폰관리 · 샵바이 쿠폰(R1d),셀러어드민에서 쿠폰 1종을 발행해 테스트 회원이 받으면 완료.,—,미실측,nhn,config,admin-manual,promotion-server-public.endpoints.json GET /coupons/use (Server API 있음 → 수동은 우리 선택),Y,nhn+규칙 /쿠폰.*(사용|등록)내역|쿠폰.*내역/,,,분류=설정 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=설정),ledger-v4
STD-PRM-019,detail,T3,D2,[구IA#77] 쿠폰등록내역,STD-PRM-019,최숙진,,,,,,,,IA No.77 쿠폰등록내역 · 샵바이(R1d),쿠폰 발급내역 화면이 보이면 완료.,—,미실측,nhn,config,admin-manual,promotion-server-public.endpoints.json GET /coupons/use (Server API 있음 → 수동은 우리 선택),Y,nhn+규칙 /쿠폰.*(사용|등록)내역|쿠폰.*내역/,,,분류=검증 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=검증),ledger-v4
STD-PRM-020,detail,T3,D2,[구IA#78] 쿠폰사용내역,STD-PRM-020,최숙진,,,,,,,,IA No.78 쿠폰사용내역 · 샵바이(R1d),쿠폰 사용내역 화면이 보이면 완료.,—,미실측,nhn,config,admin-manual,promotion-server-public.endpoints.json GET /coupons/use (Server API 있음 → 수동은 우리 선택),Y,nhn+규칙 /쿠폰.*(사용|등록)내역|쿠폰.*내역/,,,분류=검증 · 오픈차단여부=작업 항목 · 작업량=반일 · 소요 미합산(분류=검증),ledger-v4
STD-PRM-021,detail,T5,D1,080 수신거부 서비스 미도입 확정,STD-PRM-021,신우진,,,,,,,,후니정기미팅 정리260915.html §회원·로그인·인증 · 확정 4,080 수신거부 서비스 신청을 하지 않기로 한 결정이 기록되어 있으면 완료,—,구현-미검증,huni,dev,none,샵바이 비경유,,D1 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=오픈 무관 · 작업량=반일 · 소요 미합산(분류=이슈),ledger-v4
STD-B2B-001,detail,T5,E1,거래처(기업회원) 등록·관리,STD-B2B-001,김동학,,,,,,,,WA-060 partial — raw/webadmin/webadmin/catalog/models.py:87 (TCusCustomers 모델만·전용 운영화면 urls.py 부재),webadmin 또는 셀러어드민에서 「거래처(기업회원) 등록·관리」 화면을 열어 거래처 1건으로 값이 저장·조회되면 완료.,—,부분,huni,dev,none,샵바이 비경유,,E1 · 매칭 규칙 없음,,,분류=수정 · 오픈차단여부=작업 항목 · 작업량=1일,ledger-v4
STD-B2B-002,detail,T5,E1,거래처별 단가/할인율 설정,STD-B2B-002,김동학,,,,,,,,print-kb/wiki/huni/price-engine.md#PE-SOT-5 가격소스 우선순위 · L4 사유: 돈 걸림. 등급가 매핑 미결이 선행.,webadmin 또는 셀러어드민에서 「거래처별 단가/할인율 설정」 화면을 열어 거래처 1건으로 값이 저장·조회되면 완료.,—,미착수,huni,dev,none,샵바이 비경유,,E1 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=1주+,ledger-v4
STD-B2B-003,detail,T5,E1,거래처 소속 담당자 다계정,STD-B2B-003,김동학,,,,,,,,WA-060 partial(모델만),webadmin 또는 셀러어드민에서 「거래처 소속 담당자 다계정」 화면을 열어 거래처 1건으로 값이 저장·조회되면 완료.,—,미착수,huni,dev,none,샵바이 비경유,,E1 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=작업 항목 · 작업량=1주+,ledger-v4
